title,sponsor,status,date,url,pdf_url,source,category,summary,text_content,analysis_status,created_at
The Coffee Bill (senate Bill No. 10 Of 2023),Senate,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/The%20Coffee%20Bill%20%28Senate%20Bill%20No.%2010%20of%202023%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-07/The%20Coffee%20Bill%20%28Senate%20Bill%20No.%2010%20of%202023%29.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Coffee Bill (senate Bill No. 10 Of 2023). Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-07/The%20Coffee%20Bill%20%28Senate%20Bill%20No.%2010%20of%202023%29.pdf,pending,2026-02-11T03:02:41.439427
"The Supplementary Appropriation (no. 2) Bill, 2024",National Assembly,Appropriation,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/The%20Supplementary%20Appropriation%20%28No.%202%29%20Bill%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-07/The%20Supplementary%20Appropriation%20%28No.%202%29%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Supplementary Appropriation (no. 2) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-07/The%20Supplementary%20Appropriation%20%28No.%202%29%20Bill%2C%202024.pdf,pending,2026-02-11T03:02:41.440038
"The Livestock Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/THE%20LIVESTOCK%20BILL%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-07/THE%20LIVESTOCK%20BILL%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Livestock Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-07/THE%20LIVESTOCK%20BILL%2C%202024.pdf,pending,2026-02-11T03:02:47.594230
"The Division Of Revenue (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/THE%20DIVISION%20OF%20REVENUE%20%28AMENDMENT%29%20BILL%2C%202024_0.pdf,https://www.parliament.go.ke/sites/default/files/2024-07/THE%20DIVISION%20OF%20REVENUE%20%28AMENDMENT%29%20BILL%2C%202024_0.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Division Of Revenue (amendment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-07/THE%20DIVISION%20OF%20REVENUE%20%28AMENDMENT%29%20BILL%2C%202024_0.pdf,pending,2026-02-11T03:02:47.594373
The County Governments Additional Allocations Bill (senate Bill No. 19 Of 2024),Senate,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Governments%20Additional%20Allocations%20Bill%20%28Senate%20Bill%20No.%2019%20of%202024%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Governments%20Additional%20Allocations%20Bill%20%28Senate%20Bill%20No.%2019%20of%202024%29.pdf,National Assembly Bills,Legislative,Bill before Parliament: The County Governments Additional Allocations Bill (senate Bill No. 19 Of 2024). Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Governments%20Additional%20Allocations%20Bill%20%28Senate%20Bill%20No.%2019%20of%202024%29.pdf,pending,2026-02-11T03:02:47.594878
The County Allocation Of Revenue Bill (senate Bill No. 25 Of 2024),Senate,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Allocation%20of%20Revenue%20Bill%20%28Senate%20Bill%20No.%2025%20of%202024%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Allocation%20of%20Revenue%20Bill%20%28Senate%20Bill%20No.%2025%20of%202024%29.pdf,National Assembly Bills,Legislative,Bill before Parliament: The County Allocation Of Revenue Bill (senate Bill No. 25 Of 2024). Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Allocation%20of%20Revenue%20Bill%20%28Senate%20Bill%20No.%2025%20of%202024%29.pdf,pending,2026-02-11T03:02:47.594878
"The Appropriation Bill, 2024",National Assembly,Appropriation,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20APPROPRIATION%20BILL%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20APPROPRIATION%20BILL%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Appropriation Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/THE%20APPROPRIATION%20BILL%2C%202024.pdf,pending,2026-02-11T03:02:47.595387
"The Teachers Service Commission (amendment) Bill,2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20TEACHERS%20SERVICE%20COMMISSION%20%28AMENDMENT%29%20BILL%2C2024.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20TEACHERS%20SERVICE%20COMMISSION%20%28AMENDMENT%29%20BILL%2C2024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Teachers Service Commission (amendment) Bill,2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/THE%20TEACHERS%20SERVICE%20COMMISSION%20%28AMENDMENT%29%20BILL%2C2024.pdf,pending,2026-02-11T03:02:47.595387
"The Kenya Revenue Authority (amendment) Bill,2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20KENYA%20REVENUE%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C2024.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20KENYA%20REVENUE%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C2024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Kenya Revenue Authority (amendment) Bill,2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/THE%20KENYA%20REVENUE%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C2024.pdf,pending,2026-02-11T03:02:47.595947
"The Kenya Roads(amendment Bill,2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20KENYA%20ROADS%28AMENDMENT%20BILL%2C2024.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20KENYA%20ROADS%28AMENDMENT%20BILL%2C2024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Kenya Roads(amendment Bill,2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/THE%20KENYA%20ROADS%28AMENDMENT%20BILL%2C2024.pdf,pending,2026-02-11T03:02:47.596566
"The Assembly And Demonstration Bill,2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20ASSEMBLY%20AND%20DEMONSTRATION%20BILL%2C2024.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20ASSEMBLY%20AND%20DEMONSTRATION%20BILL%2C2024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Assembly And Demonstration Bill,2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/THE%20ASSEMBLY%20AND%20DEMONSTRATION%20BILL%2C2024.pdf,pending,2026-02-11T03:02:47.596566
Supplementary Appropriation Bill 2024,National Assembly,Appropriation,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/Supplementary%20Appropriation%20Bill%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/Supplementary%20Appropriation%20Bill%202024.pdf,National Assembly Bills,Legislative,Bill before Parliament: Supplementary Appropriation Bill 2024. Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/Supplementary%20Appropriation%20Bill%202024.pdf,pending,2026-02-11T03:02:47.597072
"The Kenya Roads Board (amenedment) Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20KENYA%20ROADS%20BOARD%20%28AMENEDMENT%29%20BIll%2C%202024%20%282%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20KENYA%20ROADS%20BOARD%20%28AMENEDMENT%29%20BIll%2C%202024%20%282%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Kenya Roads Board (amenedment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/THE%20KENYA%20ROADS%20BOARD%20%28AMENEDMENT%29%20BIll%2C%202024%20%282%29.pdf,pending,2026-02-11T03:02:47.597588
"The National Police Service Commission (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20NATIONAL%20POLICE%20SERVICE%20COMMISSION%20%28AMENDMENT%29%20BILL%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20NATIONAL%20POLICE%20SERVICE%20COMMISSION%20%28AMENDMENT%29%20BILL%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Police Service Commission (amendment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/THE%20NATIONAL%20POLICE%20SERVICE%20COMMISSION%20%28AMENDMENT%29%20BILL%2C%202024.pdf,pending,2026-02-11T03:02:47.598100
"The Agricultural Professionals Registration And Licensing Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20AGRICULTURAL%20PROFESSIONALS%20REGISTRATION%20AND%20LICENSING%20BILL%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/THE%20AGRICULTURAL%20PROFESSIONALS%20REGISTRATION%20AND%20LICENSING%20BILL%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Agricultural Professionals Registration And Licensing Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/THE%20AGRICULTURAL%20PROFESSIONALS%20REGISTRATION%20AND%20LICENSING%20BILL%2C%202024.pdf,pending,2026-02-11T03:02:47.598100
The County Boundaries Bill (senate Bill No. 6 Of 2023),Senate,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Boundaries%20Bill%20%28Senate%20Bill%20No.%206%20of%202023%29-compressed.pdf,https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Boundaries%20Bill%20%28Senate%20Bill%20No.%206%20of%202023%29-compressed.pdf,National Assembly Bills,Legislative,Bill before Parliament: The County Boundaries Bill (senate Bill No. 6 Of 2023). Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Boundaries%20Bill%20%28Senate%20Bill%20No.%206%20of%202023%29-compressed.pdf,pending,2026-02-11T03:02:47.598642
"The National Transport And Safety Authority (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/THE%20NATIONAL%20TRANSPORT%20AND%20SAFETY%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C%202024%20%281%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-05/THE%20NATIONAL%20TRANSPORT%20AND%20SAFETY%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C%202024%20%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Transport And Safety Authority (amendment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-05/THE%20NATIONAL%20TRANSPORT%20AND%20SAFETY%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C%202024%20%281%29.pdf,pending,2026-02-11T03:02:47.599155
"The Pension (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/THE%20PENSION%20%28AMENDMENT%29%20BILL%2C%202024%20%281%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-05/THE%20PENSION%20%28AMENDMENT%29%20BILL%2C%202024%20%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Pension (amendment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-05/THE%20PENSION%20%28AMENDMENT%29%20BILL%2C%202024%20%281%29.pdf,pending,2026-02-11T03:02:47.599155
"The Public Finance Management (amendment)(no.2) Bill ,2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/THE%20PUBLIC%20FINANCE%20MANAGEMENT%20%28AMENDMENT%29%28NO.2%29%20BILL%20%2C2024%20%281%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-05/THE%20PUBLIC%20FINANCE%20MANAGEMENT%20%28AMENDMENT%29%28NO.2%29%20BILL%20%2C2024%20%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Finance Management (amendment)(no.2) Bill ,2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-05/THE%20PUBLIC%20FINANCE%20MANAGEMENT%20%28AMENDMENT%29%28NO.2%29%20BILL%20%2C2024%20%281%29.pdf,pending,2026-02-11T03:02:47.599685
"The Salaries And Remuneration Commission (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/THE%20SALARIES%20AND%20REMUNERATION%20COMMISSION%20%28AMENDMENT%29%20BILL%2C%202024%20%281%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-05/THE%20SALARIES%20AND%20REMUNERATION%20COMMISSION%20%28AMENDMENT%29%20BILL%2C%202024%20%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Salaries And Remuneration Commission (amendment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-05/THE%20SALARIES%20AND%20REMUNERATION%20COMMISSION%20%28AMENDMENT%29%20BILL%2C%202024%20%281%29.pdf,pending,2026-02-11T03:02:47.600228
"The Public Relations And Communication Management Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Public%20Relations%20And%20Communication%20Management%20Bill%2C%202024%20%282%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Public%20Relations%20And%20Communication%20Management%20Bill%2C%202024%20%282%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Relations And Communication Management Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-05/The%20Public%20Relations%20And%20Communication%20Management%20Bill%2C%202024%20%282%29.pdf,pending,2026-02-11T03:02:47.600228
"The Culture Bill , 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Culture%20Bill%20%2C%202024%20%281%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Culture%20Bill%20%2C%202024%20%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Culture Bill , 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-05/The%20Culture%20Bill%20%2C%202024%20%281%29.pdf,pending,2026-02-11T03:02:47.600773
"The Universities (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Universities%20%28Amendment%29%20Bill%2C%202024%20%281%29.pdf,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Universities%20%28Amendment%29%20Bill%2C%202024%20%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Universities (amendment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-05/The%20Universities%20%28Amendment%29%20Bill%2C%202024%20%281%29.pdf,pending,2026-02-11T03:02:47.601315
"Finance Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/Finance%20Bill%2C%202024_0.pdf,https://www.parliament.go.ke/sites/default/files/2024-05/Finance%20Bill%2C%202024_0.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Finance Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-05/Finance%20Bill%2C%202024_0.pdf,pending,2026-02-11T03:02:47.601315
"The Unclaimed Financial Assets (amendments) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/THE%20UNCLAIMED%20FINANCIAL%20ASSETS%20%28AMENDMENTS%29%20BILL%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/THE%20UNCLAIMED%20FINANCIAL%20ASSETS%20%28AMENDMENTS%29%20BILL%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Unclaimed Financial Assets (amendments) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/THE%20UNCLAIMED%20FINANCIAL%20ASSETS%20%28AMENDMENTS%29%20BILL%2C%202024.pdf,pending,2026-02-11T03:02:47.601824
"The Division Of Revenue Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/THE%20DIVISION%20OF%20REVENUE%20BILL%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/THE%20DIVISION%20OF%20REVENUE%20BILL%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Division Of Revenue Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/THE%20DIVISION%20OF%20REVENUE%20BILL%2C%202024.pdf,pending,2026-02-11T03:02:47.602397
The Persons With Dissabilities Bill 2023 Senate Bill No7 Of 2023,Senate,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Persons%20with%20Dissabilities%20Bill%202023%20Senate%20Bill%20no7%20of%202023.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Persons%20with%20Dissabilities%20Bill%202023%20Senate%20Bill%20no7%20of%202023.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Persons With Dissabilities Bill 2023 Senate Bill No7 Of 2023. Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/The%20Persons%20with%20Dissabilities%20Bill%202023%20Senate%20Bill%20no7%20of%202023.pdf,pending,2026-02-11T03:02:53.724598
The Agricultural And Livestock Extention Services Bill 2022 Senate Bill No12 Of 2022,Senate,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Agricultural%20and%20Livestock%20Extention%20Services%20Bill%202022%20Senate%20Bill%20no12%20of%202022.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Agricultural%20and%20Livestock%20Extention%20Services%20Bill%202022%20Senate%20Bill%20no12%20of%202022.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Agricultural And Livestock Extention Services Bill 2022 Senate Bill No12 Of 2022. Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/The%20Agricultural%20and%20Livestock%20Extention%20Services%20Bill%202022%20Senate%20Bill%20no12%20of%202022.pdf,pending,2026-02-11T03:02:53.725140
The County Licensing Uniform Procedures Bill Senate Bill No9 Of 2022,Senate,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20County%20Licensing%20Uniform%20Procedures%20Bill%20Senate%20Bill%20no9%20of%202022.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/The%20County%20Licensing%20Uniform%20Procedures%20Bill%20Senate%20Bill%20no9%20of%202022.pdf,National Assembly Bills,Legislative,Bill before Parliament: The County Licensing Uniform Procedures Bill Senate Bill No9 Of 2022. Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/The%20County%20Licensing%20Uniform%20Procedures%20Bill%20Senate%20Bill%20no9%20of%202022.pdf,pending,2026-02-11T03:02:53.725723
The Equalization Fund Appropriation No.2 Bill Senate Bill No30 Of 2023,Senate,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Equalization%20Fund%20Appropriation%20no.2%20Bill%20Senate%20Bill%20no30%20of%202023.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Equalization%20Fund%20Appropriation%20no.2%20Bill%20Senate%20Bill%20no30%20of%202023.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Equalization Fund Appropriation No.2 Bill Senate Bill No30 Of 2023. Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/The%20Equalization%20Fund%20Appropriation%20no.2%20Bill%20Senate%20Bill%20no30%20of%202023.pdf,pending,2026-02-11T03:02:53.725723
The Kenyan Sign Language Bill2023 Senate Bill No9 Of 2023,Senate,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Kenyan%20Sign%20Language%20Bill2023%20Senate%20Bill%20no9%20of%202023.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Kenyan%20Sign%20Language%20Bill2023%20Senate%20Bill%20no9%20of%202023.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Kenyan Sign Language Bill2023 Senate Bill No9 Of 2023. Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/The%20Kenyan%20Sign%20Language%20Bill2023%20Senate%20Bill%20no9%20of%202023.pdf,pending,2026-02-11T03:02:53.726233
The Mung Beans Bill 2022 Senate Bill No13 Of 2023,Senate,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Mung%20Beans%20Bill%202022%20Senate%20Bill%20no13%20of%202023.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Mung%20Beans%20Bill%202022%20Senate%20Bill%20no13%20of%202023.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Mung Beans Bill 2022 Senate Bill No13 Of 2023. Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/The%20Mung%20Beans%20Bill%202022%20Senate%20Bill%20no13%20of%202023.pdf,pending,2026-02-11T03:02:53.726755
The Startup Bill Senate Bill No14 Of 2022,Senate,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Startup%20Bill%20Senate%20Bill%20no14%20of%202022.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Startup%20Bill%20Senate%20Bill%20no14%20of%202022.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Startup Bill Senate Bill No14 Of 2022. Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/The%20Startup%20Bill%20Senate%20Bill%20no14%20of%202022.pdf,pending,2026-02-11T03:02:53.726755
"The Independent Electoral And Boundaries Commission (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/Independent%20Electoral%20and%20Boundaries%20Commission%20%28Amendment%29%20Bill%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/Independent%20Electoral%20and%20Boundaries%20Commission%20%28Amendment%29%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Independent Electoral And Boundaries Commission (amendment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/Independent%20Electoral%20and%20Boundaries%20Commission%20%28Amendment%29%20Bill%2C%202024.pdf,pending,2026-02-11T03:02:53.727778
"The Ethics And Anti-corruption Commission (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/Ethics%20and%20Anti-Corruption%20Commission%20%28Amendment%29%20Bill%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/Ethics%20and%20Anti-Corruption%20Commission%20%28Amendment%29%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Ethics And Anti-corruption Commission (amendment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/Ethics%20and%20Anti-Corruption%20Commission%20%28Amendment%29%20Bill%2C%202024.pdf,pending,2026-02-11T03:02:53.728329
"The Public Fiance Management (amendment) Bill ,2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Public%20Fiance%20Management%20%28Amendment%29%20Bill%20%2C2024.pdf,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Public%20Fiance%20Management%20%28Amendment%29%20Bill%20%2C2024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Fiance Management (amendment) Bill ,2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-03/The%20Public%20Fiance%20Management%20%28Amendment%29%20Bill%20%2C2024.pdf,pending,2026-02-11T03:02:53.728386
"The Cooperatives Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Cooperatives%20Bill%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Cooperatives%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Cooperatives Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-02/The%20Cooperatives%20Bill%2C%202024.pdf,pending,2026-02-11T03:02:53.728953
"The Social Assistance (amendment)bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Social%20Assistance%20%28Amendment%29Bill%2C%202023_0.pdf,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Social%20Assistance%20%28Amendment%29Bill%2C%202023_0.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Social Assistance (amendment)bill, 2023. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-02/The%20Social%20Assistance%20%28Amendment%29Bill%2C%202023_0.pdf,pending,2026-02-11T03:02:53.729543
"The Social Assistance (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Social%20Assistance%20%28Amendment%29Bill%2C%202023.pdf,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Social%20Assistance%20%28Amendment%29Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Social Assistance (amendment) Bill, 2023. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-02/The%20Social%20Assistance%20%28Amendment%29Bill%2C%202023.pdf,pending,2026-02-11T03:02:53.730064
"The Public Audit (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Public%20Audit%20%28Amendment%29%20Bill%2C%202024.pdf,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Public%20Audit%20%28Amendment%29%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Audit (amendment) Bill, 2024. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2024-02/The%20Public%20Audit%20%28Amendment%29%20Bill%2C%202024.pdf,pending,2026-02-11T03:02:53.730692
