title,sponsor,status,date,url,source,category,summary,created_at
The Equalization Fund Appropriation No.2 Bill Senate Bill No30 Of 2023,Senate,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Equalization%20Fund%20Appropriation%20no.2%20Bill%20Senate%20Bill%20no30%20of%202023.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Equalization Fund Appropriation No.2 Bill Senate Bill No30 Of 2023. Source: National Assembly Bills.,2026-02-11T00:06:09.572300
The Kenyan Sign Language Bill2023 Senate Bill No9 Of 2023,Senate,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Kenyan%20Sign%20Language%20Bill2023%20Senate%20Bill%20no9%20of%202023.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Kenyan Sign Language Bill2023 Senate Bill No9 Of 2023. Source: National Assembly Bills.,2026-02-11T00:06:09.573367
The Mung Beans Bill 2022 Senate Bill No13 Of 2023,Senate,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Mung%20Beans%20Bill%202022%20Senate%20Bill%20no13%20of%202023.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Mung Beans Bill 2022 Senate Bill No13 Of 2023. Source: National Assembly Bills.,2026-02-11T00:06:09.586718
The Startup Bill Senate Bill No14 Of 2022,Senate,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Startup%20Bill%20Senate%20Bill%20no14%20of%202022.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Startup Bill Senate Bill No14 Of 2022. Source: National Assembly Bills.,2026-02-11T00:06:09.588743
"The Independent Electoral And Boundaries Commission (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/Independent%20Electoral%20and%20Boundaries%20Commission%20%28Amendment%29%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Independent Electoral And Boundaries Commission (amendment) Bill, 2024. Source: National Assembly Bills.",2026-02-11T00:06:09.590248
"The Ethics And Anti-corruption Commission (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/Ethics%20and%20Anti-Corruption%20Commission%20%28Amendment%29%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Ethics And Anti-corruption Commission (amendment) Bill, 2024. Source: National Assembly Bills.",2026-02-11T00:06:09.591351
"The Public Fiance Management (amendment) Bill ,2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Public%20Fiance%20Management%20%28Amendment%29%20Bill%20%2C2024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Fiance Management (amendment) Bill ,2024. Source: National Assembly Bills.",2026-02-11T00:06:09.592441
"The Cooperatives Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Cooperatives%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Cooperatives Bill, 2024. Source: National Assembly Bills.",2026-02-11T00:06:09.593482
"The Social Assistance (amendment)bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Social%20Assistance%20%28Amendment%29Bill%2C%202023_0.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Social Assistance (amendment)bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:09.594625
"The Social Assistance (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Social%20Assistance%20%28Amendment%29Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Social Assistance (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:09.595659
"The Public Audit (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Public%20Audit%20%28Amendment%29%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Audit (amendment) Bill, 2024. Source: National Assembly Bills.",2026-02-11T00:06:09.596193
"The Technopolis Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Technopolis%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Technopolis Bill, 2024. Source: National Assembly Bills.",2026-02-11T00:06:09.597274
"The Kenya National Councill For Population And Development Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Kenya%20National%20Councill%20For%20Population%20And%20Development%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Kenya National Councill For Population And Development Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:09.598365
"The Treaty Making And Ratification (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Treaty%20Making%20And%20Ratification%20%28Amendment%29%20Bill%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Treaty Making And Ratification (amendment) Bill, 2024. Source: National Assembly Bills.",2026-02-11T00:06:09.598960
"The Persons With Disabilities (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20PERSONS%20WITH%20DISABILITIES%20%28AMENDMENT%29%20BILL%2C%202023%20%282%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Persons With Disabilities (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:09.599994
"The Statutory Instruments(amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20STATUTORY%20INSTRUMENTS%28AMENDMENT%29%20BILL%2C%202024.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Statutory Instruments(amendment) Bill, 2024. Source: National Assembly Bills.",2026-02-11T00:06:09.601057
"The Sexual Offences (amendment) , Bill ,2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20SEXUAL%20OFFENCES%20%28AMENDMENT%29%20%2C%20BILL%20%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Sexual Offences (amendment) , Bill ,2023. Source: National Assembly Bills.",2026-02-11T00:06:09.601575
"The Universities (amendment) (no.5) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20UNIVERSITIES%20%28AMENDMENT%29%20%28NO.5%29%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Universities (amendment) (no.5) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:09.602667
The Water (amendment) Bill (national Assembly Bills No. 33 Of 2023),National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Water%20%28Amendment%29%20Bill%20%28National%20Assembly%20Bills%20No.%2033%20of%202023%29.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Water (amendment) Bill (national Assembly Bills No. 33 Of 2023). Source: National Assembly Bills.,2026-02-11T00:06:09.603209
"The Wildlife Conservation And Management (amendment) Bill, No. 46 Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Wildlife%20Conservation%20and%20Management%20%28Amendment%29%20Bill%2C%20No.%2046%20of%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Wildlife Conservation And Management (amendment) Bill, No. 46 Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:09.604492
"The Universities ( Amendment) (no. 3) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Universities%20%28%20Amendment%29%20%28No.%203%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Universities ( Amendment) (no. 3) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:09.605062
"The Social Health Insurance Bill, National Assembly Bills No. 58 Of 2023_0",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20SOCIAL%20HEALTH%20INSURANCE%20BILL%2C%20NATIONAL%20ASSEMBLY%20BILLS%20NO.%2058%20OF%202023_0.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Social Health Insurance Bill, National Assembly Bills No. 58 Of 2023_0. Source: National Assembly Bills.",2026-02-11T00:06:15.328601
"The Parliamentary Pensions (amendment) (no. 3) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Parliamentary%20pensions%20%28Amendment%29%20%28No.%203%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Parliamentary Pensions (amendment) (no. 3) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:15.330033
"The Nuts And Oil Crops Development Bill, No.47 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Nuts%20and%20Oil%20Crops%20Development%20Bill%2C%20No.47%20of%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Nuts And Oil Crops Development Bill, No.47 Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:15.331306
"The National Government Administration Laws (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20NATIONAL%20GOVERNMENT%20ADMINISTRATION%20LAWS%20%28AMENDMENT%29%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Government Administration Laws (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:15.333130
"The Land Laws (amendment) (no.2) Bill, 2023-1",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Land%20Laws%20%28Amendment%29%20%28No.2%29%20Bill%2C%202023-1.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Land Laws (amendment) (no.2) Bill, 2023-1. Source: National Assembly Bills.",2026-02-11T00:06:15.333788
"The Kenya School Of Law (amendment) Bill, 2023 (2)",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Kenya%20School%20Of%20Law%20%28Amendment%29%20Bill%2C%202023%20%282%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Kenya School Of Law (amendment) Bill, 2023 (2). Source: National Assembly Bills.",2026-02-11T00:06:15.335999
"The Food & Feed Safety Control Co-ordination Bill, National Assembly Bills No. 28 Of 2023_0",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Food%20%26%20Feed%20Safety%20Control%20Co-ordination%20Bill%2C%20National%20Assembly%20Bills%20No.%2028%20of%202023_0.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Food & Feed Safety Control Co-ordination Bill, National Assembly Bills No. 28 Of 2023_0. Source: National Assembly Bills.",2026-02-11T00:06:15.337146
"The Energy (amendment) Bill, No.42 Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Energy%20%28Amendment%29%20Bill%2C%20No.42%20of%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Energy (amendment) Bill, No.42 Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:15.338297
"The Digital Health Bill, National Assembly Bills No. 57 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20DIGITAL%20HEALTH%20BILL%2C%20NATIONAL%20ASSEMBLY%20BILLS%20NO.%2057%20OF%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Digital Health Bill, National Assembly Bills No. 57 Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:15.339359
"The Basic Education (amendment) Bill ,2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Basic%20Education%20%28Amendment%29%20Bill%20%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Basic Education (amendment) Bill ,2023. Source: National Assembly Bills.",2026-02-11T00:06:15.340465
"The Affordable Housing Bill, 2023-1",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Affordable%20Housing%20Bill%2C%202023-1.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Affordable Housing Bill, 2023-1. Source: National Assembly Bills.",2026-02-11T00:06:15.341539
Standing Committee On Labour And Social Welfare Report On The County Hall Of Fame Bill 2023 Senate Bills No 18 Of 2023 (1),Senate,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/Standing%20Committee%20on%20Labour%20and%20Social%20Welfare%20Report%20on%20the%20County%20Hall%20of%20Fame%20Bill%202023%20Senate%20Bills%20No%2018%20of%202023%20%281%29.pdf,National Assembly Bills,Legislative,Bill before Parliament: Standing Committee On Labour And Social Welfare Report On The County Hall Of Fame Bill 2023 Senate Bills No 18 Of 2023 (1). Source: National Assembly Bills.,2026-02-11T00:06:15.342780
Health Committee Report On The Kenya Drugs Authority Bill No.54 Of 2022(1),National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/Health%20Committee%20Report%20on%20the%20Kenya%20drugs%20authority%20bill%20no.54%20of%202022%281%29.pdf,National Assembly Bills,Legislative,Bill before Parliament: Health Committee Report On The Kenya Drugs Authority Bill No.54 Of 2022(1). Source: National Assembly Bills.,2026-02-11T00:06:15.343862
"The Water (amendment) Bill, National Assembly Bills No. 33 Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Water%20%28Amendment%29%20Bill%2C%20National%20Assembly%20Bills%20No.%2033%20of%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Water (amendment) Bill, National Assembly Bills No. 33 Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:15.344924
"The National Rating Bill, National Assembly Bills No. 55 Of 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20National%20Rating%20Bill%2C%20National%20Assembly%20Bills%20No.%2055%20of%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Rating Bill, National Assembly Bills No. 55 Of 2022. Source: National Assembly Bills.",2026-02-11T00:06:15.345981
"The National Lottery Bill, 2023(1)",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20NATIONAL%20LOTTERY%20BILL%2C%202023%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Lottery Bill, 2023(1). Source: National Assembly Bills.",2026-02-11T00:06:15.346709
"The Land Laws (amendment) Bill, 2023 (2)-1",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20LAND%20LAWS%20%28AMENDMENT%29%20BILL%2C%202023%20%282%29-1.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Land Laws (amendment) Bill, 2023 (2)-1. Source: National Assembly Bills.",2026-02-11T00:06:15.347746
"The Independent Electoral And Boundaries Commission ( Amendment ) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Independent%20Electoral%20And%20Boundaries%20Commission%20%28%20Amendment%20%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Independent Electoral And Boundaries Commission ( Amendment ) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:15.348340
"The Gambling Control Bill, 2023(1)",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20GAMBLING%20CONTROL%20BILL%2C%202023%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Gambling Control Bill, 2023(1). Source: National Assembly Bills.",2026-02-11T00:06:15.349431
The Equalisation Fund (administration) Bill (senate Bill No. 14 Of 2023)-1,Senate,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Equalisation%20Fund%20%28Administration%29%20Bill%20%28Senate%20Bill%20No.%2014%20of%202023%29-1.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Equalisation Fund (administration) Bill (senate Bill No. 14 Of 2023)-1. Source: National Assembly Bills.,2026-02-11T00:06:15.350657
"The Employment (amendment) Bill, 2023 (2)",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20EMPLOYMENT%20%28AMENDMENT%29%20BILL%2C%202023%20%282%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Employment (amendment) Bill, 2023 (2). Source: National Assembly Bills.",2026-02-11T00:06:15.351211
"The Appellate Jurisdiction (amendment) Bill, 2023 (2)",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/THE%20APPELLATE%20JURISDICTION%20%28AMENDMENT%29%20BILL%2C%202023%20%282%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Appellate Jurisdiction (amendment) Bill, 2023 (2). Source: National Assembly Bills.",2026-02-11T00:06:15.352283
"Supplementary Appropriation (no.3) Bill, 2023",National Assembly,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/Supplementary%20Appropriation%20%28No.3%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Supplementary Appropriation (no.3) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:15.352802
"Statute Law (miscellaneous Amendments)(no.2) Bill, 2023-1_0",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/Statute%20Law%20%28Miscellaneous%20Amendments%29%28No.2%29%20Bill%2C%202023-1_0.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Statute Law (miscellaneous Amendments)(no.2) Bill, 2023-1_0. Source: National Assembly Bills.",2026-02-11T00:06:15.353360
"Statute Law (miscellaneous Amendments) Bill, 2023-1",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/Statute%20Law%20%28Miscellaneous%20Amendments%29%20Bill%2C%202023-1.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Statute Law (miscellaneous Amendments) Bill, 2023-1. Source: National Assembly Bills.",2026-02-11T00:06:15.354021
National Security Committee- The Public Holidays (amendment) Bill Senate Bills No. 31 Of 2023,Senate,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/National%20Security%20Committee-%20The%20Public%20Holidays%20%28Amendment%29%20Bill%20Senate%20Bills%20No.%2031%20of%202023.pdf,National Assembly Bills,Legislative,Bill before Parliament: National Security Committee- The Public Holidays (amendment) Bill Senate Bills No. 31 Of 2023. Source: National Assembly Bills.,2026-02-11T00:06:21.066933
"Environmental Management And Co-ordination (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/Environmental%20Management%20and%20Co-ordination%20%28Amendment%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Environmental Management And Co-ordination (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.068015
07.11.2023 - Report Of Health On Winnowing Of Kda Bill,National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/07.11.2023%20-%20Report%20of%20Health%20on%20Winnowing%20of%20KDA%20Bill.pdf,National Assembly Bills,Legislative,Bill before Parliament: 07.11.2023 - Report Of Health On Winnowing Of Kda Bill. Source: National Assembly Bills.,2026-02-11T00:06:21.069079
"The Socialhealth Insurance Bill, 2023 (national Assembly Bills No. 58) Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/THE%20SOCIALHEALTH%20INSURANCE%20BILL%2C%202023%20%28NATIONAL%20ASSEMBLY%20BILLS%20NO.%2058%29-compressed.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Socialhealth Insurance Bill, 2023 (national Assembly Bills No. 58) Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.070149
"The Preservation Of Public Security (amendment0 Bill, 2023 (national Assembly Bills No. 48) Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/THE%20PRESERVATION%20OF%20PUBLIC%20SECURITY%20%28AMENDMENT0%20BILL%2C%202023%20%28NATIONAL%20ASSEMBLY%20BILLS%20NO.%2048%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Preservation Of Public Security (amendment0 Bill, 2023 (national Assembly Bills No. 48) Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.070691
"The Public Participation Bill, 2023 (national Assembly Bills No 52) Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/THE%20PUBLIC%20PARTICIPATION%20BILL%2C%202023%20%28NATIONAL%20ASSEMBLY%20BILLS%20NO%2052%29-1.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Participation Bill, 2023 (national Assembly Bills No 52) Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.071841
"The Mining (amendment), Bill, 2023 (national Assembly Bills No 51) Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/THE%20MINING%20%28AMENDMENT%29%2C%20BILL%2C%202023%20%28NATIONAL%20ASSEMBLY%20BILLS%20NO%2051%29-compressed.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Mining (amendment), Bill, 2023 (national Assembly Bills No 51) Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.072871
"The Digital Health Bill, 2023 (national Assembly No. 57) Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/THE%20DIGITAL%20HEALTH%20BILL%2C%202023%20%28NATIONAL%20ASSEMBLY%20NO.%2057%29-1.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Digital Health Bill, 2023 (national Assembly No. 57) Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.073409
"The Penal Code (amendment) Bill, 2023 (national Assembly Bills No. 55) Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/THE%20PENAL%20CODE%20%28AMENDMENT%29%20BILL%2C%202023%20%28NATIONAL%20ASSEMBLY%20BILLS%20NO.%2055%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Penal Code (amendment) Bill, 2023 (national Assembly Bills No. 55) Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.074447
"The Prisons (amendment) Bill, 2023 (national Assembly Bills No. 54) Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/THE%20PRISONS%20%28AMENDMENT%29%20BILL%2C%202023%20%28NATIONAL%20ASSEMBLY%20BILLS%20NO.%2054%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Prisons (amendment) Bill, 2023 (national Assembly Bills No. 54) Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.074980
"The Independent Electoral And Boundaries Commission (amendment) Bill, 2023 (national Assembly Bills No. 50) Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/THE%20INDEPENDENT%20ELECTORAL%20AND%20BOUNDARIES%20COMMISSION%20%28AMENDMENT%29%20BILL%2C%202023%20%28NATIONAL%20ASSEMBLY%20BILLS%20NO.%2050%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Independent Electoral And Boundaries Commission (amendment) Bill, 2023 (national Assembly Bills No. 50) Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.076023
"Tibunals Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/Tibunals%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Tibunals Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.077066
"Gold Processing Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/Gold%20Processing%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Gold Processing Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.077719
Senate Bill No5 Of 2023 On The Cotton Industry Development Bill 2023,Senate,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/Senate%20Bill%20no5%20of%202023%20on%20the%20Cotton%20Industry%20Development%20Bill%202023.pdf,National Assembly Bills,Legislative,Bill before Parliament: Senate Bill No5 Of 2023 On The Cotton Industry Development Bill 2023. Source: National Assembly Bills.,2026-02-11T00:06:21.078751
Senate Bill No6 On The Natural Resources Benefit Sharing Bill 2022,Senate,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/Senate%20Bill%20no6%20on%20the%20Natural%20resources%20benefit%20sharing%20bill%202022.pdf,National Assembly Bills,Legislative,Bill before Parliament: Senate Bill No6 On The Natural Resources Benefit Sharing Bill 2022. Source: National Assembly Bills.,2026-02-11T00:06:21.079285
Senate Bill No11 Of 2022 - The Employment Amendment Bill 2022,Senate,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/Senate%20Bill%20no11%20of%202022%20-%20The%20employment%20amendment%20bill%202022.pdf,National Assembly Bills,Legislative,Bill before Parliament: Senate Bill No11 Of 2022 - The Employment Amendment Bill 2022. Source: National Assembly Bills.,2026-02-11T00:06:21.080376
"The Universities ( Amendment) (no. 2) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20UNIVERSITIES%20%28%20AMENDMENT%29%20%28NO.%202%29%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Universities ( Amendment) (no. 2) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.081428
"The Anti-corruption And Economic Crimes (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20ANTI-CORRUPTION%20AND%20ECONOMIC%20CRIMES%20%28AMENDMENT%29%20BILL%2C%202023%20%282%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Anti-corruption And Economic Crimes (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.082000
"The National Land Commission (amendment) Bill ,2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20NATIONAL%20LAND%20COMMISSION%20%28AMENDMENT%29%20BILL%20%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Land Commission (amendment) Bill ,2023. Source: National Assembly Bills.",2026-02-11T00:06:21.083059
"The Land Control Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20LAND%20CONTROL%20BILL%2C%202023%20%282%29-1.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Land Control Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.083597
"The Houses Of Parliament ( Bicameral Relations) Bill , 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/The%20Houses%20of%20Parliament%20%28%20Bicameral%20Relations%29%20Bill%20%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Houses Of Parliament ( Bicameral Relations) Bill , 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.084525
"The Climate Change (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20CLIMATE%20CHANGE%20%28AMENDMENT%29%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Climate Change (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:21.085595
