Status,Facility,Facility_ward,Facility_constituency,Facility_subcounty,Facility_county,Name,Code,Date_established
Fully-functional,Ngatataek Health Centre,Matapato North,Kajiado Central,Kajiado Central,Kajiado,Oloililai Community Health Unit,700465,42654
semi-functional,Lwandanyi Dispensary,Lwandanyi,Sirisia,Sirisia,Bungoma,Boiki Community Health Unit,700464,42646
Fully-functional,Mwanguda Dispensary,Dzombo,Lunga Lunga,Lunga Lunga,Kwale,Mwanguda Community Health Unit,700463,42466
Fully-functional,Mrima (Catholic) Dispensary,Dzombo,Lunga Lunga,Lunga Lunga,Kwale,Hillside Community Health Unit,700462,42555
Fully-functional,Vwivwini Dispensary,Pongwe/Kikokeni,Lunga Lunga,Lunga Lunga,Kwale,Neema Community Health Unit,700461,42529
Fully-functional,Mtumwa Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Mtumwa Community Health Unit,700460,42529
Fully-functional,Mzizima (CDF) Dispensary,Pongwe/Kikokeni,Lunga Lunga,Lunga Lunga,Kwale,Mzizima B Community Health Unit,700459,42529
Fully-functional,Mrima (Catholic) Dispensary,Dzombo,Lunga Lunga,Lunga Lunga,Kwale,Mrima Community Health Unit,700458,42536
Fully-functional,Kilimangodo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Bidinimole Community Health Unit,700457,42529
Fully-functional,Mwangwei Dispensary,Pongwe/Kikokeni,Lunga Lunga,Lunga Lunga,Kwale,Mwangwei Community Health Unit,700456,42529
Fully-functional,Vanga Health Centre,Vanga,Lunga Lunga,Lunga Lunga,Kwale,Imarika (Vanga B) Community Health Unit,700455,42529
Fully-functional,Kilimangodo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Mambani Community Health Unit,700454,42529
Fully-functional,Mamba Dispensary,Dzombo,Lunga Lunga,Lunga Lunga,Kwale,Gandini Community Health Unit,700453,42529
Fully-functional,Vanga Health Centre,Vanga,Lunga Lunga,Lunga Lunga,Kwale,Vanga Community Health Unit,700452,42529
Fully-functional,Mwangulu Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Mwena Community Health Unit,700451,42529
Fully-functional,Lungalunga Subcounty Hospital,Vanga,Lunga Lunga,Lunga Lunga,Kwale,Shikamano Community Health Unit,700450,42529
Fully-functional,Godo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Wema Community Health Unit,700449,42529
Fully-functional,Godo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Godo Community Health Unit,700448,42529
Fully-functional,Godo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Pangani Community Health Unit,700447,42529
Fully-functional,Godo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Makutano Community Health Unit,700446,42529
Fully-functional,Kimilili Subcounty Hospital,Kibingei,Kimilili,Kimilili,Bungoma,Kamusinga A Community Health Unit,700445,42324
Fully-functional,Kimilili Subcounty Hospital,Kibingei,Kimilili,Kimilili,Bungoma,Kamusinga B Community Health Unit,700444,42324
Fully-functional,Kibingei Dispensary,Kibingei,Kimilili,Kimilili,Bungoma,Kitayi Community Health Unit,700443,41988
Fully-functional,Bahai Dispensary,Kimilili,Kimilili,Kimilili,Bungoma,Khamulati Community Health Unit,700442,42464
Fully-functional,Kamasielo Dispensary,Maeni,Kimilili,Kimilili,Bungoma,Kamasielo Community Health Unit,700441,40612
Fully-functional,Maeni Dispensary,Maeni,Kimilili,Kimilili,Bungoma,Kibisi Community Health Unit,700440,42547
Fully-functional,Nasusi Dispensary,Maeni,Kimilili,Kimilili,Bungoma,Nasusi Community Health Unit,700439,41057
Fully-functional,Kambini Dispensary,Kimilili,Kimilili,Kimilili,Bungoma,Kambini A Community Health Unit,700438,41036
Fully-functional,Kamukuywa Dispensary,Kamukuywa,Kimilili,Kimilili,Bungoma,Musembe Community Health Unit,700437,41057
Fully-functional,Kamukuywa Dispensary,Kamukuywa,Kimilili,Kimilili,Bungoma,Kimakwa Community Health Unit,700436,41957
Fully-functional,Makhonge Health Centre,Kamukuywa,Kimilili,Kimilili,Bungoma,Mapera Community Health Unit,700435,41593
Fully-functional,Kimilili Subcounty Hospital,Kibingei,Kimilili,Kimilili,Bungoma,Amutala Community Health Unit,700434,42200
semi-functional,Mugunda Dispensary,Mugunda,Kieni,Kieni West,Nyeri,Nairutia Community Health Unit,700433,42597
semi-functional,Mugunda Dispensary,Mugunda,Kieni,Kieni West,Nyeri,Kamiruri Community Health Unit,700432,42597
semi-functional,Karemeno Health Centre,Mugunda,Kieni,Kieni West,Nyeri,Ruirii Community Health Unit,700431,42597
semi-functional,Lamuria Dispensary (Nyeri North),Mugunda,Kieni,Kieni West,Nyeri,Lamuria Community Health Unit,700430,42597
semi-functional,Bellevue Health Centre,Mugunda,Kieni,Kieni West,Nyeri,Kabendera Community Health Unit,700429,42597
semi-functional,Bellevue Health Centre,Mugunda,Kieni,Kieni West,Nyeri,Kamariki Community Health Unit,700428,42597
semi-functional,Endarasha Rural Health Centre,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Gitegi Community Health Unit,700426,42597
semi-functional,Endarasha Rural Health Centre,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Charity Community Health Unit,700425,42597
Fully-functional,Embaringo Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Kimunyuru Community Health Unit,700424,42597
Fully-functional,Embaringo Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Embaringo Community Health Unit,700423,42597
Fully-functional,Kabati Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Muthuini Community Health Unit,700422,42597
semi-functional,Wendiga Dispensary,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Labura Community Health Unit,700421,42597
Fully-functional,Kabati Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Kabati Community Health Unit,700420,42597
Fully-functional,Kabati Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Mwiyogo Community Health Unit,700419,42597
Fully-functional,Endarasha Rural Health Centre,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Kinyaiti Community Health Unit,700418,42597
Fully-functional,Endarasha Rural Health Centre,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Mitero Community Health Unit,700417,42597
Fully-functional,Endarasha Rural Health Centre,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Endarasha Community Health Unit,700416,42597
Fully-functional,Mweiga Health Centre,Mweiga,Kieni,Kieni West,Nyeri,Kamatongu Community Health Unit,700415,42597
semi-functional,Amboni Dispensary,Mweiga,Kieni,Kieni West,Nyeri,Amboni Community Health Unit,700414,42597
Fully-functional,Namarambi Dispensary,Ndivisi,Webuye East,Webuye East,Bungoma,Marinda B Community Health Unit,700413,42402
Fully-functional,Namarambi Dispensary,Ndivisi,Webuye East,Webuye East,Bungoma,Marinda A Community Health Unit,700412,42401
Fully-functional,Mulachi Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Mitukuyu B Community Health Unit,700411,42464
Fully-functional,Mihuu Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Mihuu B Community Health Unit,700410,42464
semi-functional,Amboni Dispensary,Mweiga,Kieni,Kieni West,Nyeri,Bondeni Community Health Unit,700409,42597
Fully-functional,Mweiga Health Centre,Mweiga,Kieni,Kieni West,Nyeri,Mweiga Community Health Unit,700408,42597
semi-functional,Shivanga Health Centre,Manda-shivanga,Malava,Malava,Kakamega,Tombo Community Health Unit,700407,42325
semi-functional,Shivanga Health Centre,Manda-shivanga,Malava,Malava,Kakamega,Cheptuli Community Health Unit,700406,42324
semi-functional,Shihome Dispensary,South Kabras,Malava,Malava,Kakamega,Lunyinya Community Health Unit,700405,42324
semi-functional,Shamberere Health Centre,South Kabras,Malava,Malava,Kakamega,Shilongo Community Health Unit,700404,42189
semi-functional,Shamberere Health Centre,South Kabras,Malava,Malava,Kakamega,Shamberere Community Health Unit,700403,42688
semi-functional,Namagara Dispensary,Manda-shivanga,Malava,Malava,Kakamega,Teresia Community Health Unit,700402,42324
semi-functional,Namagara Dispensary,Manda-shivanga,Malava,Malava,Kakamega,Mukavakava Community Health Unit,700401,41589
semi-functional,Muting'ong'o Dispensary,Chemuche,Malava,Malava,Kakamega,Mukhoje Community Health Unit,700400,42324
semi-functional,Muting'ong'o Dispensary,Chemuche,Malava,Malava,Kakamega,Mtingongo Community Health Unit,700399,42324
semi-functional,Mugai Dispensary,Shirungu-mugai,Malava,Malava,Kakamega,Sundulo Community Health Unit,700398,42324
semi-functional,Manda Dispensary,Manda-shivanga,Malava,Malava,Kakamega,Manda Community Health Unit,700397,42324
semi-functional,Malichi Dispensary,Chemuche,Malava,Malava,Kakamega,Malichi Community Health Unit,700396,42324
semi-functional,Malava Sub County Hospital,Shirungu-mugai,Malava,Malava,Kakamega,Tumbeni Community Health Unit,700395,42688
semi-functional,Malava Sub County Hospital,Shirungu-mugai,Malava,Malava,Kakamega,Kakunga Community Health Unit,700394,42688
semi-functional,Malava Sub County Hospital,Shirungu-mugai,Malava,Malava,Kakamega,Isanjiro Community Health Unit,700393,42323
semi-functional,Malava Sub County Hospital,Shirungu-mugai,Malava,Malava,Kakamega,Fuvale Community Health Unit,700392,42324
semi-functional,Malava Sub County Hospital,Shirungu-mugai,Malava,Malava,Kakamega,Butali Community Health Unit,700391,42324
semi-functional,Kuvasali Health Centre,East Kabras,Malava,Malava,Kakamega,Kuvasali Community Health Unit,700390,42324
semi-functional,Kamuchisu Dispensary,West Kabras,Malava,Malava,Kakamega,Mutsuma Community Health Unity,700389,42324
semi-functional,Kamuchisu Dispensary,West Kabras,Malava,Malava,Kakamega,Indulusia Community Health Unit,700388,42324
semi-functional,Kamuchisu Dispensary,West Kabras,Malava,Malava,Kakamega,Burundu Community Health Unit,700387,42324
semi-functional,Imbiakalo Dispensary,West Kabras,Malava,Malava,Kakamega,Shimuli Community Health Unit,700386,42324
semi-functional,Imbiakalo Dispensary,West Kabras,Malava,Malava,Kakamega,Shikutse Community Health Unit,700385,42324
semi-functional,Imbiakalo Dispensary,West Kabras,Malava,Malava,Kakamega,Sawawa Community Health Unit,700384,42324
semi-functional,Imbiakalo Dispensary,West Kabras,Malava,Malava,Kakamega,Lukume Community Health Unit,700383,42324
semi-functional,Imbiakalo Dispensary,West Kabras,Malava,Malava,Kakamega,Lukala West Community Health Unit,700382,42324
non-functinoal,Sheywe Dispensary,Shirungu-mugai,Malava,Malava,Kakamega,Sheywe Community Health Unit,700381,42324
semi-functional,Chevoso Dispensary,South Kabras,Malava,Malava,Kakamega,Chevoso Community Health Unit,700380,42323
semi-functional,Malekha Dispensary,Shirungu-mugai,Malava,Malava,Kakamega,Shirugu B Community Health Unit,700379,40575
semi-functional,Chebwai Mission Dispensary,Butali/Chegulo,Malava,Malava,Kakamega,Mausi Community Health Unit,700378,42189
semi-functional,Chebwai Mission Dispensary,Butali/Chegulo,Malava,Malava,Kakamega,Tande Community Health Unit,700377,42189
semi-functional,Chebwai Mission Dispensary,Butali/Chegulo,Malava,Malava,Kakamega,Matsakha Community Health Unit,700376,42312
semi-functional,Chebwai Mission Dispensary,Butali/Chegulo,Malava,Malava,Kakamega,Chebwai Community Health Unit,700375,42189
semi-functional,Malichi Dispensary,Chemuche,Malava,Malava,Kakamega,Chimoroni Community Health Unit,700374,42189
semi-functional,Shihome Dispensary,South Kabras,Malava,Malava,Kakamega,Shamoni Community Health Unit,700373,42312
Fully-functional,Itundu Dispensary,Iriaini,Mathira,Mathira East,Nyeri,Itundu Community Health Unit,700371,41701
Fully-functional,Kipeto Dispensary,Keekonyokie,Kajiado West,Kajiado West,Kajiado,Oloirien Community Health Unit,700370,42552
Fully-functional,Gatondo Dispensary (Nyeri North),Iriaini,Mathira,Mathira East,Nyeri,Kariki Community Health Unit,700369,41701
Fully-functional,Kahuru Dispensary (Nyeri North),Iriaini,Mathira,Mathira East,Nyeri,Kahuru Community Health Unit,700368,41701
Fully-functional,Kahuru Dispensary (Nyeri North),Iriaini,Mathira,Mathira East,Nyeri,Gikororo Community Health Unit,700367,41701
Fully-functional,Gatei Dispensary,Magutu,Mathira,Mathira East,Nyeri,Gatei Community Health Unit,700365,41701
Fully-functional,Gatei Dispensary,Magutu,Mathira,Mathira East,Nyeri,Kagochi Community Health Unit,700364,41701
Fully-functional,Gatei Dispensary,Magutu,Mathira,Mathira East,Nyeri,Kanjuri Community Health Unit,700363,41701
Fully-functional,Gatei Dispensary,Magutu,Mathira,Mathira East,Nyeri,Ndumanu Community Health Unit,700362,41701
Fully-functional,Gatei Dispensary,Magutu,Mathira,Mathira East,Nyeri,Giakaibei Community Health Unit,700361,41701
Fully-functional,Karatina District Hospital,Karatina Town,Mathira,Mathira East,Nyeri,Kiharo Community Health Unit,700360,41701
Fully-functional,Karatina District Hospital,Karatina Town,Mathira,Mathira East,Nyeri,Cheru/Kiangararu Community Health Unit,700359,41701
Fully-functional,Gatina Dispensary,Konyu,Mathira,Mathira East,Nyeri,Gatina Community Health Unit,700358,41701
Fully-functional,Ndimaini Dispensary,Konyu,Mathira,Mathira East,Nyeri,Gakuyu Community Health Unit,700357,41701
Fully-functional,Kiamabara Health Centre,Konyu,Mathira,Mathira East,Nyeri,Gathugu Community Health Unit,700356,41701
Fully-functional,Kiamabara Health Centre,Konyu,Mathira,Mathira East,Nyeri,Mukore Community Health Unit,700355,41701
Fully-functional,Kiamabara Health Centre,Konyu,Mathira,Mathira East,Nyeri,Gathaithini Community Health Unit,700354,41701
Fully-functional,Kiamabara Health Centre,Konyu,Mathira,Mathira East,Nyeri,Kiamabara Community Health Unit,700353,41701
Fully-functional,Longewan Dispensary,Suguta Marmar,Samburu Central,Samburu Central,Samburu,Longewan Community Health Unit,700352,41913
Fully-functional,Kirimun GK Dispensary,Lodokejek,Samburu Central,Samburu Central,Samburu,Kirimun Community Health Unit,700351,41699
Fully-functional,Homa Bay County Teaching and Referral Hospital,Homa Bay Central,Homa Bay Town,Homa Bay Town,Homa Bay,Arujo D Community Health Unit,700350,42186
Fully-functional,Homa Bay County Teaching and Referral Hospital,Homa Bay Central,Homa Bay Town,Homa Bay Town,Homa Bay,Arujo C Community Health Unit,700349,42186
Fully-functional,Homa Bay County Teaching and Referral Hospital,Homa Bay Central,Homa Bay Town,Homa Bay Town,Homa Bay,Arujo B Community Health Unit,700348,42186
Fully-functional,Homa Bay County Teaching and Referral Hospital,Homa Bay Central,Homa Bay Town,Homa Bay Town,Homa Bay,Arujo A Community Health Unit,700347,42186
Fully-functional,Homa Bay County Teaching and Referral Hospital,Homa Bay Central,Homa Bay Town,Homa Bay Town,Homa Bay,Hospital Quarters Community Health Unit,700346,41821
Fully-functional,Latakweny Health Centre,Ndoto,Samburu North,Samburu North,Samburu,Latakweny Community Health Unit,700345,42563
Fully-functional,Lesirikan Health Centre,Ndoto,Samburu North,Samburu North,Samburu,Lesirikan Community Health Unit,700344,41579
Fully-functional,Arsim Lutheran Health Center,Ndoto,Samburu North,Samburu North,Samburu,Arsim Community Health Unit,700343,42526
Fully-functional,Porro Health Centre,Porro,Samburu Central,Samburu Central,Samburu,Porro Community Health Unit,700342,42552
Fully-functional,Nachola Health Centre,Nachola,Samburu North,Samburu North,Samburu,Nachola Community Health Unit,700341,41557
Fully-functional,Tuum Dispensary,Nyiro,Samburu North,Samburu North,Samburu,Tuum Community Health Unit,700340,41579
Fully-functional,Marti Dispensary,Nachola,Samburu North,Samburu North,Samburu,Marti Community Health Unit,700339,42529
Fully-functional,Baragoi Sub-County Hospital,El-barta,Samburu North,Samburu North,Samburu,Nalingangor Community Health Unit,700338,41565
Fully-functional,Lodungokwe Health Centre,Wamba West,Samburu East,Samburu East,Samburu,Lodungokwe Community Health Unit,700336,42587
Fully-functional,Sereolipi Health Centre,Waso,Samburu East,Samburu East,Samburu,Sereolipi Community Health Unit,700335,42592
Fully-functional,Ngilai Dispensary,Wamba North,Samburu East,Samburu East,Samburu,Lolkuniani Community Health Unit,700334,42587
Fully-functional,Ngilai Dispensary,Wamba North,Samburu East,Samburu East,Samburu,Ngilai Community Health Unit,700333,42534
Fully-functional,Lerrata Dispensary,Wamba East,Samburu East,Samburu East,Samburu,Lerata Community Health Unit,700332,42592
semi-functional,Angata Nanyokie Dispensary,Angata Nayokie,Samburu North,Samburu North,Samburu,Angata Nanyukie Community Health Unit,700331,42654
Fully-functional,Barsaloi GK Dispensary,Angata Nayokie,Samburu North,Samburu North,Samburu,Barsaloi Community Health Unit,700330,41795
Fully-functional,Sirata Oirobi Dispensary,Porro,Samburu Central,Samburu Central,Samburu,Sirata Community Health Unit,700329,41407
Fully-functional,Lolmolog Dispensary,Suguta Marmar,Samburu Central,Samburu Central,Samburu,Lolmolog Community Health Unit,700327,42447
Fully-functional,Loosuk Health Centre,Loosuk,Samburu Central,Samburu Central,Samburu,Loosuk Community Health Unit,700326,42461
Fully-functional,Kaitese Dispensary,Turkwel,Loima,Loima,Turkana,Kawalathe Community Health Unit,700323,42282
Fully-functional,Kaapus Dispensary,Turkwel,Loima,Loima,Turkana,Kaapus Community Health Unit,700320,42114
Fully-functional,Kabulokor Dispensary,Turkwel,Loima,Loima,Turkana,Kabulokor Community Health Unit,700319,41487
Fully-functional,Kenyoro Health Centre,Itibo,North Mugirango,Nyamira North,Nyamira,Boisanga 2 Community Health Unit,700318,42471
Fully-functional,Esianyi Dispensary,Magwagwa,North Mugirango,Nyamira North,Nyamira,Bonyengwe 2 Community Health Unit,700317,42590
Fully-functional,Kerobo Health Centre,Bomwagamo,North Mugirango,Nyamira North,Nyamira,Nyambiri Community Health Unit,700316,42555
Fully-functional,Orwaki Dispensary,Bokeira,North Mugirango,Nyamira North,Nyamira,Nyakenimo 1 Community Health Unit,700315,42527
Fully-functional,Ikonge Dispensary,Ekerenyo,North Mugirango,Nyamira North,Nyamira,Bonyakoni Community Health Unit,700314,42283
Fully-functional,Nyamusi Sub-District Hospital,Bokeira,North Mugirango,Nyamira North,Nyamira,Nyakenimo 2 Community Health Unit,700313,41800
Fully-functional,Gesima Health Centre,Gesima,Kitutu Masaba,Masaba North,Nyamira,Enchoro Community Health Unit,700312,41528
Fully-functional,Nyagancha Dispensary,Gachuba,Kitutu Masaba,Masaba North,Nyamira,Bonyunyu Community Health Unit,700311,38991
Fully-functional,Girango Dispensary,Gachuba,Kitutu Masaba,Masaba North,Nyamira,Girango Community Health Unit,700310,40822
Fully-functional,Magombo Health Centre,Gachuba,Kitutu Masaba,Masaba North,Nyamira,Kegogi Community Health Unit,700309,40100
Fully-functional,Mwongori Dispensary,Mekenene,Borabu,Borabu,Nyamira,Mogusii Community Health Unit,700308,42289
Fully-functional,Chepngombe Health Centre,Esise,Borabu,Borabu,Nyamira,Chepngombe Community Health Unit,700307,41923
Fully-functional,Kijauri Sub County Hospital,Nyansiongo,Borabu,Borabu,Nyamira,Township Community Health Unit,700306,41367
Fully-functional,Gesima Health Centre,Gesima,Kitutu Masaba,Masaba North,Nyamira,Nyakongo Community Health Unit,700305,41193
Fully-functional,Nyangweta Health Centre,Bosamaro,West Mugirango,Nyamira,Nyamira,Kegogi Community Health Unit,700304,42278
Fully-functional,Mosobeti Dispensary,Gesima,Kitutu Masaba,Masaba North,Nyamira,Riooga Community Health Unit,700302,41557
Fully-functional,Mong'oni,Rigoma,Kitutu Masaba,Masaba North,Nyamira,Mongoni Community Health Unit,700301,40457
Fully-functional,Masaba District Hospital,Rigoma,Kitutu Masaba,Masaba North,Nyamira,Bocharia Community Health Unit,700300,40787
Fully-functional,Itibo Mission Health Centre,Itibo,North Mugirango,Nyamira North,Nyamira,Nyamauro Community Health Unit,700299,42655
Fully-functional,Getiesi Health Centre,Bogichora,West Mugirango,Nyamira,Nyamira,Nyameru Community Health Unit,700298,42370
Fully-functional,Emalindi Health Centre,Kisa East,Khwisero,Khwisero,Kakamega,Emalindi Community Health Unit,700297,41288
Fully-functional,Mundoli Health Centre,Kisa Central,Khwisero,Khwisero,Kakamega,Mushiangubu Community Health Unit,700296,41862
Fully-functional,Khwisero Health Centre,Kisa North,Khwisero,Khwisero,Kakamega,Eshirandu Community Health Unit,700295,42226
Fully-functional,Muhaka Health Centre,Kisa West,Khwisero,Khwisero,Kakamega,Muhaka Community Health Unit,700294,41061
semi-functional,Thageini Dispensary,Aguthi-gaaki,Tetu,Tetu,Nyeri,Thageini Community Health Unit,700291,42451
semi-functional,Gichira Health Centre,Aguthi-gaaki,Tetu,Tetu,Nyeri,Gaaki Community Health Unit,700290,42451
semi-functional,Gichira Health Centre,Aguthi-gaaki,Tetu,Tetu,Nyeri,Mung'aria Community Health Unit,700289,42451
semi-functional,Gichira Health Centre,Aguthi-gaaki,Tetu,Tetu,Nyeri,Kiawathanji Community Health Unit,700288,42451
semi-functional,Thageini Dispensary,Aguthi-gaaki,Tetu,Tetu,Nyeri,Ithekahuno Community Health Unit,700287,42451
semi-functional,Kiandere Dispensary,Dedan Kimathi,Tetu,Tetu,Nyeri,Karaihu Community Health Unit,700286,42451
semi-functional,Ichagachiru Dispensary,Dedan Kimathi,Tetu,Tetu,Nyeri,Kigogoini Community Health Unit,700285,42451
semi-functional,Ichagachiru Dispensary,Dedan Kimathi,Tetu,Tetu,Nyeri,Ichagachiru Community Health Unit,700284,42451
semi-functional,Ichagachiru Dispensary,Dedan Kimathi,Tetu,Tetu,Nyeri,Gatumbiro Community Health Unit,700283,42451
semi-functional,Kirurumi Dispensary,Dedan Kimathi,Tetu,Tetu,Nyeri,Kirurumi Community Health Unit,700282,42451
semi-functional,Ihururu Health Centre,Dedan Kimathi,Tetu,Tetu,Nyeri,Kanjora Community Health Unit,700281,42451
semi-functional,Unjiru Health Centre,Wamagana,Tetu,Tetu,Nyeri,Kihora Community Health Unit,700280,42451
semi-functional,Wamagana Health Centre,Wamagana,Tetu,Tetu,Nyeri,Kaiguri Community Health Unit,700279,42451
semi-functional,Unjiru Health Centre,Wamagana,Tetu,Tetu,Nyeri,Kigwandi Community Health Unit,700278,42451
semi-functional,Unjiru Health Centre,Wamagana,Tetu,Tetu,Nyeri,Unjiru Community Health Unit,700277,42451
semi-functional,Ihururu Health Centre,Dedan Kimathi,Tetu,Tetu,Nyeri,Thatha Community Health Unit,700276,42451
semi-functional,Zaina Dispensary,Dedan Kimathi,Tetu,Tetu,Nyeri,Ngooru Community Health Unit,700275,42451
semi-functional,Zaina Dispensary,Dedan Kimathi,Tetu,Tetu,Nyeri,Karunaini Community Health Unit,700274,42549
semi-functional,Molosirwe Dispensary,Kisanana,Mogotio,Mogotio,Baringo,Molosirwe Community Health Unit,700272,41746
semi-functional,Sirwa Dispensary (Mogotio),Mogotio,Mogotio,Mogotio,Baringo,Sirwa Community Health Unit,700271,41128
semi-functional,Mugurin Dispensary,Kisanana,Mogotio,Mogotio,Baringo,Mugurin Community Health Unit,700270,40735
semi-functional,Maji Moto Dispensary,Kisanana,Mogotio,Mogotio,Baringo,Majimoto Community Health Unit,700269,41127
semi-functional,Kipsogon Dispensary,Mogotio,Mogotio,Mogotio,Baringo,Kipsogon Community Health Unit,700268,42047
Fully-functional,Loruth Dispensary,Kibish,Turkana North,Kibish,Turkana,Kapoko Community Health Unit,700267,42433
Fully-functional,Napak Dispensary,Kibish,Turkana North,Kibish,Turkana,Loperokok Community Health Unit,700266,42433
Fully-functional,Napak Dispensary,Kibish,Turkana North,Kibish,Turkana,Lotikile Community Health Unit,700265,42433
Fully-functional,Kaikor Health Centre,Kibish,Turkana North,Kibish,Turkana,Ngikarebok Community Health Unit,700264,42433
non-functinoal,Lochorangierengo Dispensary,Kakuma,Turkana West,Turkana West,Turkana,Tarach Community Health Unit,700263,42475
non-functinoal,Lokipoto Dispensary,Letea,Turkana West,Turkana West,Turkana,Lokipoto Community Health Unit,700262,42475
Fully-functional,Eshiabwali Health Centre,Kisa East,Khwisero,Khwisero,Kakamega,Mundaha Community Health Unit,700261,41072
Fully-functional,Mundobelwa Health centre,Kisa North,Khwisero,Khwisero,Kakamega,Mundobelwa Community Health Unit,700260,42231
Fully-functional,Mundoli Health Centre,Kisa Central,Khwisero,Khwisero,Kakamega,Mundoli Community Health Unit,700259,41870
Fully-functional,Kanawoi Dispensary,Kanamkemer,Turkana Central,Turkana Central,Turkana,Nawoitorong Community Health Unit,700258,40909
Fully-functional,Lochoraikeny Dispensary,Kang'atotha,Turkana Central,Turkana Central,Turkana,Lochoraikeny Community Health Unit,700257,42370
Fully-functional,Eliye Springs Community Dispensary,Kang'atotha,Turkana Central,Turkana Central,Turkana,Eliye Community Health Unit,700256,40909
Fully-functional,Kangatosa Dispensary,Kang'atotha,Turkana Central,Turkana Central,Turkana,Kangirisae Community Health Unit,700255,40909
Fully-functional,Lorengelup Dispensary,Kerio Delta,Turkana Central,Turkana Central,Turkana,Lorengelup Community Health Unit,700254,41640
Fully-functional,Kangirisae Dispensary,Kerio Delta,Turkana Central,Turkana Central,Turkana,Kangirisae Community Health Unit,700253,42370
Fully-functional,Kangagetei Dispensary,Kang'atotha,Turkana Central,Turkana Central,Turkana,Lomopus Community Health Unit,700252,42370
Fully-functional,Naoros Dispensary,Kang'atotha,Turkana Central,Turkana Central,Turkana,Naoros Community Health Unit,700251,40909
Fully-functional,Mulwanda Health Centre,Kisa Central,Khwisero,Khwisero,Kakamega,Mulwanda Community Health Unit,700250,41879
Fully-functional,St Catherine Napetet Dispensary,Lodwar Township,Turkana Central,Turkana Central,Turkana,Napetet Community Health Unit,700249,41731
Fully-functional,Nakechichok Dispensary,Kerio Delta,Turkana Central,Turkana Central,Turkana,Nakechichok Community Health Unit,700248,42370
Fully-functional,Kosikiria Dispensary,Kerio Delta,Turkana Central,Turkana Central,Turkana,Kakimat Community Health Unit,700247,40909
Fully-functional,Khwisero Health Centre,Kisa North,Khwisero,Khwisero,Kakamega,Wambulishe West Community Health Unit,700246,42231
Fully-functional,Khwisero Health Centre,Kisa North,Khwisero,Khwisero,Kakamega,Wambulishe East Community Health Unit,700245,42231
Fully-functional,St Patrick Kanamkemer Dispensary,Kanamkemer,Turkana Central,Turkana Central,Turkana,Kanamkemer Community Health Unit,700244,40918
Fully-functional,Ikomero Dispensary,Kisa West,Khwisero,Khwisero,Kakamega,Eshirombe Community Health Unit,700243,41863
Fully-functional,Lolupe Dispensary (Turkana Central),Kanamkemer,Turkana Central,Turkana Central,Turkana,Lolupe Community Health Unit,700242,40909
Fully-functional,Nadoto Dispensary,Kerio Delta,Turkana Central,Turkana Central,Turkana,Nadoto Community Health Unit,700241,40909
Fully-functional,St Monica Nakwamekwi Dispensary,Lodwar Township,Turkana Central,Turkana Central,Turkana,Nakwamekwi Community Health Unit,700240,40909
Fully-functional,Muhaka Health Centre,Kisa West,Khwisero,Khwisero,Kakamega,Dudi Community Health Unit,700239,41071
Fully-functional,Lodwar County Referral Hospital,Lodwar Township,Turkana Central,Turkana Central,Turkana,Township Community Health Unit,700238,41730
Fully-functional,Lodwar County Referral Hospital,Lodwar Township,Turkana Central,Turkana Central,Turkana,Kawalase Community Health Unit,700237,41183
Fully-functional,Milima Tatu Dispensary,Kaeris,Turkana North,Turkana North,Turkana,Mlimatatu Community Health Unit,700226,42475
non-functinoal,Narengewoi Dispensary,Lakezone,Turkana North,Turkana North,Turkana,Narengewoi Community Health Unit,700225,42475
Fully-functional,Nadunga Dispensary,Kaeris,Turkana North,Turkana North,Turkana,Nadunga Community Health Unit,700224,42013
Fully-functional,Kaeris Dispensary,Kaeris,Turkana North,Turkana North,Turkana,Lomi Dispensary Community Health Unit,700223,43074
Fully-functional,Kaaleng Health Centre,Kaaleng/Kaikor,Turkana North,Turkana North,Turkana,Kakelae Community Health Unit,700222,42475
