Status,Facility,Facility_ward,Facility_constituency,Facility_subcounty,Facility_county,Name,Code,Date_established
Fully-functional,Kachoda Dispensary,Lapur,Turkana North,Turkana North,Turkana,Kachoda Community Health Unit,700221,42475
Fully-functional,Lokitaung Sub County Hospital,Lapur,Turkana North,Turkana North,Turkana,Riokomor Community Health Unit,700220,43074
non-functinoal,Kokiselei Dispensary,Lakezone,Turkana North,Turkana North,Turkana,Koksilei Community Health Unit,700219,42475
non-functinoal,Nachukui Dispensary,Lakezone,Turkana North,Turkana North,Turkana,Nachukui Community Health Unit,700218,42475
non-functinoal,Lomekwi Dispensary,Lakezone,Turkana North,Turkana North,Turkana,Lomekwi Community Health Unit,700217,42475
Fully-functional,Oropoi Medicare Limited,Kakuma,Turkana West,Turkana West,Turkana,Lopur Community Health Unit,700216,42475
Fully-functional,Namon Dispensary,Lopur,Turkana West,Turkana West,Turkana,Namon Community Health Unit,700215,42475
Fully-functional,Makutano Health Centre (Turkana West),Nakalale,Turkana North,Turkana North,Turkana,Losajait Community Health Unit,700214,42475
Fully-functional,Makutano Health Centre (Turkana West),Nakalale,Turkana North,Turkana North,Turkana,Lolupe Community Health Unit,700213,42475
Fully-functional,Kakuma Health Centre,Kakuma,Turkana West,Turkana West,Turkana,Musug Community Health Unit,700212,42475
Fully-functional,Kakuma Health Centre,Kakuma,Turkana West,Turkana West,Turkana,Nakoyo Community Health Unit,700211,42475
Fully-functional,Kakuma Health Centre,Kakuma,Turkana West,Turkana West,Turkana,Nadapal Community Health Unit,700210,42475
Fully-functional,Naduat Dispensary,Nakalale,Turkana North,Turkana North,Turkana,Naduat Community Health Unit,700207,41223
semi-functional,Lomil Dispensary,Turkwel,Loima,Loima,Turkana,Nachuro Community Health Unit,700206,42282
semi-functional,Lokiriama Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Loya Community Health Unit,700205,42401
semi-functional,Lokiriama Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Lodwat Community Health Unit,700204,42065
Fully-functional,Lokiriama Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Nakurio Community Health Unit,700203,42248
Fully-functional,Lokwatubwa (PAG) Dispensary,Loima,Loima,Loima,Turkana,Puch Community Health Unit,700202,42282
Fully-functional,Namoruputh (PAG) Health Centre,Loima,Loima,Loima,Turkana,Lochoredome Community Health Unit,700201,42248
Fully-functional,Kangalita Dispensary,Turkwel,Loima,Loima,Turkana,Kangalita Community Health Unit,700200,42186
Fully-functional,Lochorekuyen Dispensary,Loima,Loima,Loima,Turkana,Lochorekuyen Community Health Unit,700199,41883
Fully-functional,Napeikar Dispensary,Turkwel,Loima,Loima,Turkana,Napeikar Community Health Unit,700198,42187
Fully-functional,Urum Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Naipa Community Health Unit,700197,42125
Fully-functional,Urum Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Kotaruk Community Health Unit,700196,42219
semi-functional,Urum Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Urum Community Health Unit,700195,42389
semi-functional,Urum Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Lokipetot Arengan Community Health Unit,700194,42282
Fully-functional,Lokiriama Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Lochor Alomala Community Health Unit,700193,42248
Fully-functional,Lokiriama Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Atala Komusio Community Health Unit,700192,42248
Fully-functional,Loruth Dispensary,Kibish,Turkana North,Kibish,Turkana,Kaawo Community Health Unit,700191,42433
Fully-functional,Loruth Dispensary,Kibish,Turkana North,Kibish,Turkana,Ilemkajokon Community Health Unit,700190,42433
Fully-functional,Napak Dispensary,Kibish,Turkana North,Kibish,Turkana,Natumakaalei Community Health Unit,700189,42433
Fully-functional,Ekicheles Dispensary,Kibish,Turkana North,Kibish,Turkana,Lochilamuya Community Health Unit,700188,42433
semi-functional,Meyan Dispensary,Kibish,Turkana North,Kibish,Turkana,Liwan Community Health Unit,700187,42433
semi-functional,Meyan Dispensary,Kibish,Turkana North,Kibish,Turkana,Meyan Community Health Unit,700186,42433
Fully-functional,Kaikor Health Centre,Kibish,Turkana North,Kibish,Turkana,Nayook Community Health Unit,700185,42433
Fully-functional,Kokuro Health Centre,Kibish,Turkana North,Kibish,Turkana,Edoot Community Health Unit,700184,42433
non-functinoal,Kamuge Dispensary,Kapedo/Napeitom,Turkana East,Turkana East,Turkana,Kamuge Community Health Unit,700183,42614
semi-functional,Todonyang Dispensary,Lakezone,Turkana North,Turkana North,Turkana,Todonyang Community Health Unit,700182,42433
semi-functional,Lomelo Dispensary,Kapedo/Napeitom,Turkana East,Turkana East,Turkana,Lomelo Community Health Unit,700181,42583
Fully-functional,Lopedur Dispensary,Katilia,Turkana East,Turkana East,Turkana,Lopeduru Community Health Unit,700180,42583
Fully-functional,Napeitom Dispensary,Kapedo/Napeitom,Turkana East,Turkana East,Turkana,Napeitom Community Health Unit,700179,42583
Fully-functional,Karebur Dispensary,Kibish,Turkana North,Kibish,Turkana,Toiunae Community Health Unit,700178,42433
Fully-functional,Awendo Sub-County Hospital,Central Sakwa,Awendo,Awendo,Migori,South Kombok Community Health Unit,700177,41550
Fully-functional,Dede Health Centre,West Sakwa,Awendo,Awendo,Migori,North Kanyamgony Community Health Unit,700176,40463
Fully-functional,Mariwa Health Centre,South Sakwa,Awendo,Awendo,Migori,East Kogelo Community Health Unit,700175,40457
Fully-functional,Angaga Dispensary,South Sakwa,Awendo,Awendo,Migori,South Kogelo Community Health Unit,700174,41828
Fully-functional,Ng'ong'a Dispensary,South Sakwa,Awendo,Awendo,Migori,Waundha Community Health Unit,700173,41830
Fully-functional,Siruti Dispensary,West Sakwa,Awendo,Awendo,Migori,South Kanyamgony Community Health Unit,700172,41829
Fully-functional,Kwoyo Kodalo Dispensary,North Sakwa,Awendo,Awendo,Migori,Kwoyo Kadera Community Health Unit,700171,41823
Fully-functional,Rabondo Dispensary,West Sakwa,Awendo,Awendo,Migori,Rabondo Community Health Unit,700170,41556
Fully-functional,Mariwa Health Centre,South Sakwa,Awendo,Awendo,Migori,Alego Central Community Health Unit,700169,42191
Fully-functional,Awendo Sub-County Hospital,Central Sakwa,Awendo,Awendo,Migori,Lianda Community Health Unit,700168,41613
Fully-functional,Otacho Dispensary,Central Sakwa,Awendo,Awendo,Migori,Kanyagwala Community Health Unit,700167,41136
Fully-functional,Awendo Sub-County Hospital,Central Sakwa,Awendo,Awendo,Migori,Waware Community Health Unit,700166,40092
Fully-functional,Kuja Dispensary,North Sakwa,Awendo,Awendo,Migori,Kanyasrega Community Health Unit,700165,42340
Fully-functional,Ombo Bita Dispensary,Central Sakwa,Awendo,Awendo,Migori,Kombok North Community Health Unit,700164,41926
Fully-functional,Ranen (SDA) Dispensary,North Sakwa,Awendo,Awendo,Migori,Kadera Lwala Community Health Unit,700163,41918
Fully-functional,Locheremoit Dispensary,Lokichar,Turkana South,Turkana South,Turkana,Locheremoit Community Health Unit,700162,41739
Fully-functional,Kangakipur Dispensary,Kalapata,Turkana South,Turkana South,Turkana,Kangakipur Community Health Unit,700161,41958
Fully-functional,Juluk Dispensary,Kaputir,Turkana South,Turkana South,Turkana,Juluk Community Health Unit,700160,41776
Fully-functional,Napusimoru Dispensary,Lokichar,Turkana South,Turkana South,Turkana,Napusimoru Community Health Unit,700159,42041
Fully-functional,Lokichar (RCEA) Health Centre,Lokichar,Turkana South,Turkana South,Turkana,Lokichar Community Health Unit,700156,41702
Fully-functional,Kaakong'u Dispensary,Lobokat,Turkana South,Turkana South,Turkana,Kaakong Community Health Unit,700155,42288
Fully-functional,Kanaodon Dispensary,Katilu,Turkana South,Turkana South,Turkana,Kanaodon Community Health Unit,700154,42200
Fully-functional,Nasiger Dispensary,Turkwel,Loima,Loima,Turkana,Nasiger Community Health Unit,700153,41884
Fully-functional,Napeililim Dispensary,Turkwel,Loima,Loima,Turkana,Napeililim Community Health Unit,700152,41883
Fully-functional,Lorengippi Dispensary,Lokiriama/Lorengippi,Loima,Loima,Turkana,Lorengippi Community Health Unit,700151,41519
Fully-functional,Nadapal Dispensary,Turkwel,Loima,Loima,Turkana,Nadapal Community Health Unit,700150,41155
Fully-functional,Lorugum Health Centre,Turkwel,Loima,Loima,Turkana,Lorugum Sub County Hospital Community Health Unit,700149,42248
Fully-functional,Lochoredome Dispensary (Loima),Loima,Loima,Loima,Turkana,Lobei Community Health Unit,700148,41519
Fully-functional,Kalobeyei Dispensary,Kalobeyei,Turkana West,Turkana West,Turkana,Timu Community Health Unit,700147,41223
Fully-functional,Nakururum Dispensary,Lokichoggio,Turkana West,Turkana West,Turkana,Loremet Community Health Unit,700146,42419
Fully-functional,Lokangae Health Centre,Songot,Turkana West,Turkana West,Turkana,Lokangae Community Health Unit,700145,41223
Fully-functional,Nanam Dispensary,Nanaam,Turkana West,Turkana West,Turkana,Nameyan Community Health Unit,700144,42496
Fully-functional,Lokichogio (AIC) Health Centre,Lokichoggio,Turkana West,Turkana West,Turkana,Ngapetan 1 Community Health Unit,700143,41835
Fully-functional,Lokichogio (AIC) Health Centre,Lokichoggio,Turkana West,Turkana West,Turkana,Ngapetan 2 Community Health Unit,700142,41840
Fully-functional,Kakuma Mission Hospital,Kakuma,Turkana West,Turkana West,Turkana,Morungole 2 Community Health Unit,700141,42482
semi-functional,Natira Dispensary,Kalobeyei,Turkana West,Turkana West,Turkana,Lomunyanakrionok Community Health Unit,700140,42475
Fully-functional,Natira Dispensary,Kalobeyei,Turkana West,Turkana West,Turkana,Namortotio Community Health Unit,700139,41192
Fully-functional,Aposta Dispensary,Songot,Turkana West,Turkana West,Turkana,Lopwarin Community Health Unit,700138,41275
Fully-functional,Aposta Dispensary,Songot,Turkana West,Turkana West,Turkana,Songot Community Health Unit,700137,41275
Fully-functional,Aposta Dispensary,Songot,Turkana West,Turkana West,Turkana,Napeikar Community Health Unit,700136,41275
Fully-functional,Kakuma Mission Hospital,Kakuma,Turkana West,Turkana West,Turkana,Morungole 1 Community Health Unit,700135,41223
Fully-functional,Nanam Dispensary,Nanaam,Turkana West,Turkana West,Turkana,Ngadakarin Asegis Community Health Unit,700134,41346
Fully-functional,Letea Dispensary,Letea,Turkana West,Turkana West,Turkana,Lorengesinyen Community Health Unit,700133,41592
Fully-functional,Lopiding Sub County Hospital,Nanaam,Turkana West,Turkana West,Turkana,Aochole Community Health Unit,700132,42064
Fully-functional,Lopiding Sub County Hospital,Nanaam,Turkana West,Turkana West,Turkana,Mogila Community Health Unit,700131,42576
Fully-functional,Nakururum Dispensary,Lokichoggio,Turkana West,Turkana West,Turkana,Nakasegan Community Health Unit,700130,42327
Fully-functional,SOS Children Medical Clinic,Central Kisumu,Kisumu West,Kisumu West,Kisumu,Mkendwa Community Health Unit,700129,42289
Fully-functional,Nyahera Sub Sub County Hospital,Kisumu North,Kisumu West,Kisumu West,Kisumu,Dago Community Health Unit,700128,41516
Fully-functional,Kodiaga Prison Health Centre,Central Kisumu,Kisumu West,Kisumu West,Kisumu,Korando A Community Health Unit,700127,41575
Fully-functional,Ober Kamoth Sub County Hospital,South West Kisumu,Kisumu West,Kisumu West,Kisumu,Kanyawegi B Community Health Unit,700126,41872
Fully-functional,Airport Health Centre,Central Kisumu,Kisumu West,Kisumu West,Kisumu,Airport Community Health Unit,700125,41821
Fully-functional,Koyasa Dispensary,Kibish,Turkana North,Kibish,Turkana,Naita Community Health Unit,700124,42433
Fully-functional,Koyasa Dispensary,Kibish,Turkana North,Kibish,Turkana,Kichubi Community Health Unit,700123,42433
Fully-functional,Lokamarinyang Dispensary,Kibish,Turkana North,Kibish,Turkana,Kachuromongin Community Health Unit,700122,42433
Fully-functional,Kibish GK Dispensary,Kibish,Turkana North,Kibish,Turkana,Naitese Community Health Unit,700121,42433
Fully-functional,Karebur Dispensary,Kibish,Turkana North,Kibish,Turkana,Sasame Community Health Unit,700120,42433
Fully-functional,Karebur Dispensary,Kibish,Turkana North,Kibish,Turkana,Nabulkok Community Health Unit,700119,42433
Fully-functional,Mutitu Community Dispensary,Kanyekini,Kirinyaga Central,Kirinyaga Central,Kirinyaga,Kiaga Community Health Unit,700118,41050
Fully-functional,Kariko Dispensary,Inoi,Kirinyaga Central,Kirinyaga Central,Kirinyaga,Kariko Community Health Unit,700117,42200
Fully-functional,Gatuto Dispensary,Kanyekini,Kirinyaga Central,Kirinyaga Central,Kirinyaga,Ngaru Community Health Unit,700116,40333
Fully-functional,Gatuto Dispensary,Kanyekini,Kirinyaga Central,Kirinyaga Central,Kirinyaga,Nduini Community Health Unit,700115,40333
Fully-functional,Gatuto Dispensary,Kanyekini,Kirinyaga Central,Kirinyaga Central,Kirinyaga,Karia Community Health Unit,700114,40333
Fully-functional,Misori Dispensary,West Uyoma,Rarieda,Rarieda,Siaya,Nyabera Lower Community Health Unit,700113,41129
Fully-functional,Misori Dispensary,West Uyoma,Rarieda,Rarieda,Siaya,Nyabera Upper Community Health Unit,700112,41129
Fully-functional,Matare SDA Dispensary,Ntimaru West,Kuria East,Kuria East,Migori,Matare Community Health Unit,700110,40818
Fully-functional,Kegonga Sub County Hospital,Nyabasi East,Kuria East,Kuria East,Migori,Nyamanche Community Health Unit,700109,41000
Fully-functional,Nyametembe Dispensary,Ntimaru West,Kuria East,Kuria East,Migori,Nyametembe Community Health Unit,700108,41004
Fully-functional,Kugitimo Health Centre,Nyabasi East,Kuria East,Kuria East,Migori,Kugitimo Community Health Unit,700107,40817
Fully-functional,Kemakoba Dispensary,Nyabasi West,Kuria East,Kuria East,Migori,Kemakoba Community Health Unit,700106,41002
Fully-functional,Chinato Health Centre,Nyabasi West,Kuria East,Kuria East,Migori,Tebesi Community Health Unit,700105,41000
Fully-functional,Chinato Health Centre,Nyabasi West,Kuria East,Kuria East,Migori,Kebaroti Community Health Unity,700104,41001
Fully-functional,Nyaroha Dispensary,Nyabasi West,Kuria East,Kuria East,Migori,Nyaroha Community Health Unit,700103,40818
Fully-functional,Kugitimo Health Centre,Nyabasi East,Kuria East,Kuria East,Migori,Nyamagenga Community Health Unit,700102,40818
Fully-functional,Kaalem Dispensary,Kaaleng/Kaikor,Turkana North,Turkana North,Turkana,Kaalem Community Health Unit,700101,42603
Fully-functional,Kaeris Dispensary,Kaeris,Turkana North,Turkana North,Turkana,Kaeris Community Health Unit,700100,41129
Fully-functional,Kaaleng Health Centre,Kaaleng/Kaikor,Turkana North,Turkana North,Turkana,Kaaleng Community Health Unit,700099,39662
Fully-functional,Kataboi Dispensary,Lakezone,Turkana North,Turkana North,Turkana,Kataboi Community Health Unit,700098,41509
Fully-functional,Nariokotome Dispensary,Lakezone,Turkana North,Turkana North,Turkana,Nariokotome Community Health Unit,700097,41852
Fully-functional,Lowarengak Health Centre,Lakezone,Turkana North,Turkana North,Turkana,Lowarengak Community Health Unit,700096,41133
Fully-functional,Lokitaung Sub County Hospital,Lapur,Turkana North,Turkana North,Turkana,Lokitaung Community Health Unit,700095,41507
Fully-functional,Gairoro Dispensary,Ntimaru West,Kuria East,Kuria East,Migori,Masangora Community Health Unit,700094,40818
semi-functional,Getongoroma Health Centre,Nyabasi East,Kuria East,Kuria East,Migori,Getongoroma Community Health Unit,700093,41002
Fully-functional,Nyamaranya Dispensary,Gokeharaka/Getambwega,Kuria East,Kuria East,Migori,Nyamaranya Community Health Unit,700092,41003
Fully-functional,Getambwega Dispensary,Gokeharaka/Getambwega,Kuria East,Kuria East,Migori,Getambwega Community Health Unit,700091,41004
Fully-functional,Maeta Dispensary,Nyabasi West,Kuria East,Kuria East,Migori,Maeta Community Health Unit,700090,41002
Fully-functional,Kegonga Sub County Hospital,Nyabasi East,Kuria East,Kuria East,Migori,Sakuri Community Health Unit,700089,41002
Fully-functional,Siabai Makonge Dispensary,Ntimaru East,Kuria East,Kuria East,Migori,Siabai Community Health Unit,700088,41000
Fully-functional,Ntimaru Sub County Hospital,Ntimaru West,Kuria East,Kuria East,Migori,Igena Itambe Community Health Unit,700087,40299
Fully-functional,Taragai Dispensary,Ntimaru East,Kuria East,Kuria East,Migori,Itongo Community Health Unit,700086,41000
semi-functional,Lokwamosing Dispensary,Lokori/Kochodin,Turkana East,Turkana East,Turkana,Kochodin Community Health Unit,700085,42536
Fully-functional,Lopii Dispensary,Lokori/Kochodin,Turkana East,Turkana East,Turkana,Lopii Community Health Unit,700084,42536
Fully-functional,Lokwii Health Center,Lokori/Kochodin,Turkana East,Turkana East,Turkana,Lokwii Community Health Unit,700083,41075
semi-functional,Lokori Primary Health Care Programme,Lokori/Kochodin,Turkana East,Turkana East,Turkana,Lochakula Community Health Unit,700082,42475
Fully-functional,Lokwamosing Dispensary,Lokori/Kochodin,Turkana East,Turkana East,Turkana,Lokwamosing Community Health Unit,700081,41075
Fully-functional,Katilia Dispensary,Katilia,Turkana East,Turkana East,Turkana,Katilia Community Health Unit,700080,42536
Fully-functional,Lotubae (AIC) Dispensary,Lokori/Kochodin,Turkana East,Turkana East,Turkana,Lotubae Community Health Unit,700079,42412
Fully-functional,Nakukulas Dispensary,Lokori/Kochodin,Turkana East,Turkana East,Turkana,Nakukulas Community Health Unit,700078,40344
Fully-functional,Lokori (AIC) Health Centre,Lokori/Kochodin,Turkana East,Turkana East,Turkana,Lokori Community Health Unit,700077,41136
Fully-functional,Morulem Dispensary,Lokori/Kochodin,Turkana East,Turkana East,Turkana,Morulem Community Health Unit,700076,42522
Fully-functional,Lukusi Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Misimo B Community Health Unit,700075,42415
Fully-functional,Lukusi Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Misimo A Community Health Unit,700074,42370
Fully-functional,Lukusi Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Lutacho A Community Health Unit,700073,42370
Fully-functional,Lukusi Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Misimo C Community Health Unit,700072,42401
Fully-functional,Lukusi Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Lutacho B Community Health Unit,700071,42464
