Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
24898,Lobur Mission Dispensary,Lobur Mission Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Ministry of Health,0,0,0,Turkana,Turkana North,Kibish,Kibish,Operational,No,No,No,No,,Yes,Yes,No
24897,Kapkeno Dispensary,Kapkeno Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Uasin Gishu,Ainabkoi,Ainabkoi,Ainabkoi/Olare,Operational,No,No,No,No,,Yes,Yes,No
24895,Letwa,Letwa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kapenguria,West Pokot,Sook,Operational,No,No,No,No,,Yes,Yes,No
24893,Samuli Dispensary,Samuli Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kajiado,Kajiado East,Kajiado East,Kenyawa-poka,Operational,No,No,No,No,,Yes,Yes,No
24892,Kangondi Dispensary,Kangondi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,0,Kitui,Kitui West,Kitui West,Mutongoni,Operational,No,No,No,No,,Yes,Yes,No
24890,Ngengi Dispensary,Ngengi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Yatta,Yatta,Matuu,Operational,No,No,No,No,,Yes,Yes,No
24900,Kamugu Dispensary,Kamugu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere North,Mbeere North,Nthawa,Operational,No,No,No,No,,Yes,Yes,No
24889,Ndigiria Dispensary,Ndigiria Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Ganze,Ganze,Sokoke,Operational,No,No,No,No,,Yes,Yes,No
24887,Ngecha dispensary,Ngecha dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Rongai,Rongai,Mosop,Operational,No,No,No,No,,Yes,Yes,No
25007,Kolongolo Mission Dispensary,Kolongolo Mission Dispensary,000220,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,2,1,3,Trans Nzoia,Kwanza,Kwanza,Keiyo,Operational,No,No,No,No,,Yes,Yes,No
24885,Masewani,Masewani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,1,1,Machakos,Yatta,Yatta,Matuu,Operational,No,No,No,No,,Yes,Yes,No
24875,Ng'oli Community,Ng'oli Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bungoma,Bumula,Bumula,West Bukusu,Operational,No,No,No,No,,Yes,Yes,No
None,Kosoiywo Dispensary,Kosoiywo Dispensary,7018,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Nandi Hills,Nandi Hills,Nandi Hills,Operational,No,No,No,No,,Yes,Yes,No
24862,Morwong'ar Dispensary,Morwong'ar Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Suam,Operational,No,No,No,No,,Yes,Yes,No
24861,Ombolion Dispensary,Ombolion Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Kasei,Operational,No,No,No,No,,Yes,Yes,No
24856,Gikiiro Dispensary,Gikiiro Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,0,Embu,Mbeere South,Mbeere South,Mavuria,Operational,No,No,No,No,,Yes,Yes,No
24858,Morwebong Dispensary,Morwebong Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Suam,Operational,No,No,No,No,,Yes,Yes,No
24854,Sirwach Dispensary,Sirwach Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Kasei,Operational,No,No,No,No,,Yes,Yes,No
24859,Karameri Dispensary,Karameri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Kodich,Operational,No,No,No,No,,Yes,Yes,No
14004,Our Lady of Lourdes Dispensary (Gucha),Our Lady of Lourdes Dispensary (Gucha),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Other,10,0,10,Kisii,Bomachoge Chache,Bomachoge Chache,Boochi/Tendere,Operational,No,No,No,No,,Yes,Yes,No
24867,Omulo Dispensary,Omulo Dispensary,010518,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Migori,Uriri,Uriri,Central Kanyamkago,Operational,Yes,No,No,No,,Yes,Yes,No
24841,chepkorniswo dispensary,chepkorniswo dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Pokot South,Pokot South,Chepareria,Operational,No,No,No,No,,Yes,Yes,No
24839,chepukat dispensary,chepukat dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Pokot South,Pokot South,Chepareria,Operational,No,No,No,No,,Yes,Yes,No
24838,Kerelwa dispensary,Kerelwa dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Pokot South,Pokot South,Batei,Operational,No,No,No,No,,Yes,Yes,No
24832,Olmerrui Dispensary,Olmerrui Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kajiado,Kajiado East,Kajiado East,Kaputiei North,Operational,No,No,No,No,,Yes,Yes,No
24820,Rachar Dispensary,Rachar Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,8,0,8,Homa Bay,Rangwe,Rangwe,Kagan,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
24818,Teens Watch (FSW) Centre,Teens Watch (FSW) Centre,None,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,Clinical Officers Council,0,0,0,Kwale,Msambweni,Msambweni,Gambato Bongwe,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
24985,Odole Dispensary,Odole Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,1,0,1,Tana River,Garsen,Garsen,Kipini West,Operational,No,No,No,No,,Yes,Yes,No
24819,Kosia Dispensary,Kosia Dispensary,3124,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),1,0,1,Bomet,Chepalungu,Chepalungu,Sigor,Operational,No,No,No,No,,Yes,Yes,No
21534,Rayudhi Dispensary,Rayudhi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Ndhiwa,Ndhiwa,Kwabwai,Operational,No,No,No,No,,Yes,Yes,No
21482,Rakwaro Dispensary,Rakwaro Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Karachuonyo,Karachuonyo,Wang'chieng,Operational,No,No,No,No,,Yes,Yes,No
24794,People's Park Dispensary (Machakos),People's Park Dispensary (Machakos),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Machakos Town,Machakos,Mumbuni North,Operational,No,Yes,Yes,No,,Yes,Yes,No
24792,Chebongi Dispensary,Chebongi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,"Kenya Medical Laboratory, Tech & Technologists Board",0,3,3,Bomet,Sotik,Sotik,Chemagel,Operational,No,No,No,No,,Yes,Yes,No
24767,Alimax Medical Clinic,Alimax Medical Clinic,None,Level 2,Dispensary,DISPENSARY,Private Practice - Clinical Officer,Private Practice,None,0,0,0,Kirinyaga,Mwea,Kirinyaga South,Nyangati,Operational,No,No,Yes,No,,Yes,Yes,No
24780,Waradey Dispensary,Waradey Dispensary,54321,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,0,Wajir,Eldas,Eldas,Della,Operational,No,No,No,No,,Yes,Yes,No
24759,HOME MEDICAL CLINIC,HOME MEDICAL CLINIC,00725,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Kiambu,Githunguri,Githunguri,Komothai,Operational,No,No,No,No,,Yes,Yes,No
24757,GOSHEN HEALTH SERVICES,Goshen Medical Clinic,006075,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Kiambu,Githunguri,Githunguri,Ikinu,Operational,No,No,No,No,,Yes,Yes,No
24756,BONITAS MEDICAL CENTRE,Bonitas Medical Centre,7070,Level 2,Dispensary,DISPENSARY,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Kiambu,Githunguri,Githunguri,Githunguri,Operational,No,No,No,No,,Yes,Yes,No
24755,OUTREACH MEDICAL CENTRE,OUTREACH MEDICAL CENTRE,4165,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Kiambu,Githunguri,Githunguri,Komothai,Operational,No,Yes,Yes,No,,Yes,Yes,No
24751,Kalalani Dispensary,Kalalani Dispensary,101971,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Kinango,Kinango,Mwavumbo,Operational,No,No,No,No,,Yes,Yes,No
24750,Kinyaiti Dispensary,Kinyaiti Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,0,Nyeri,Kieni,Kieni West,Mwiyogo/Endarasha,Operational,No,No,No,No,,Yes,Yes,No
24760,Qarsa Jukala Dispensary,Qarsa Jukala Dispensary,2338,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,0,Wajir,Eldas,Eldas,Eldas,Operational,No,No,No,No,,Yes,Yes,No
24745,Rabel Dispensary,Rabel Dispensary,Not Yet Registered,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),2,0,2,Siaya,Rarieda,Rarieda,South Uyoma,Operational,No,No,No,No,,Yes,Yes,No
24746,Omia Diere,Omia Diere Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),1,0,1,Siaya,Rarieda,Rarieda,East Asembo,Operational,No,No,No,No,,Yes,Yes,No
24743,St Francis Catholic Dispensary-Gatina,St Francis Catholic Dispensary (Gatina),None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,None,0,0,0,Nairobi,Dagoretti North,Dagoretti North,Gatina,Operational,No,No,No,No,,Yes,Yes,No
24790,St Annisia Medical Center,St Annisia Medical Center,015815,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Nairobi,Embakasi Central,Embakasi Central,Matopeni/Spring Valley,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
22177,Tuvila Dispensary,Tuvila Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui South,Kitui South,Ikanga/Kyatune,Operational,No,No,Yes,No,,Yes,Yes,No
24736,Mesilya Dispensary,Mesilya Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui South,Kitui South,Ikanga/Kyatune,Operational,No,No,No,No,,Yes,Yes,No
24737,St Magdaline kiamikuyu Dispensary,St Magdaline kiamikuyu Dispensary,14534,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Pharmacy & Poisons Board,0,0,0,Kirinyaga,Mwea,Kirinyaga North/Mwea West,Mutithi,Operational,No,No,No,No,,Yes,Yes,No
24734,Cool Smile Dental Clinic,Cool Smile Dental Clinic,005856,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Kajiado,Kajiado East,Kajiado East,Kitengela,Operational,No,No,No,No,,Yes,Yes,No
24727,Caljen Medical clinic,Caljen Medical clinic,13416,Level 2,Dispensary,DISPENSARY,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,4,0,4,Vihiga,Sabatia,Sabatia,West Sabatia,Operational,No,No,No,No,,Yes,Yes,No
24728,Jolynn Dental Clinic,Jolynn Dental Clinic,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Kajiado,Kajiado East,Kajiado East,Kitengela,Operational,No,No,No,No,,Yes,Yes,No
24884,Ebwiranyi Dispensary,Ebwiranyi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,2,5,Vihiga,Luanda,Luanda,Mwibona,Operational,No,No,No,No,,Yes,Yes,No
24725,Kiritu Rescue Medical Centre,Kirutu Rescue Medical Centre,015532,Level 2,Dispensary,DISPENSARY,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,6,0,6,Vihiga,Sabatia,Sabatia,North Maragoli,Operational,No,No,No,No,,Yes,Yes,No
24719,Angata Rongai Dispensary Suguta Marmar,Angata Rongai Dispensary,12324,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Samburu,Samburu Central,Samburu Central,Suguta Marmar,Operational,No,No,No,No,,Yes,Yes,No
24802,Eturungi Dispensary,Eturungi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,2,6,Nyamira,Borabu,Borabu,Kiabonyoru,Operational,No,No,No,No,,Yes,Yes,No
24765,Thiba Dam Dispensary,Thiba Dam Dispensary,,Level 2,Dispensary,DISPENSARY,Private Practice- Pharmacist,Private Practice,Pharmacy & Poisons Board,0,0,0,Kirinyaga,Gichugu,Kirinyaga East,Kabare,Operational,No,No,No,No,,Yes,Yes,No
24720,Lmisigiyoi Dispensary,Lmisigiyoi Dispensary,1243,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Samburu,Samburu Central,Samburu Central,Lodokejek,Operational,No,No,No,No,,Yes,Yes,No
24710,Nkorika Dispensary,Nkorika Dispensary,123455,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Samburu,Samburu North,Samburu North,Angata Nayokie,Operational,No,No,No,No,,Yes,Yes,No
24692,Teganda dispensary,Teganda dispensary,NA,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Bomet Central,Bomet Central,Ndaraweta,Operational,No,No,No,No,,Yes,Yes,No
24688,Nauneri Dispensary,Nauneri Dispensary,1234,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Samburu,Samburu Central,Samburu Central,Porro,Operational,No,No,No,No,,Yes,Yes,No
24691,Gionseri SDA Dispensary,Gionseri SDA Dispensary,003534,Level 2,Dispensary,DISPENSARY,Seventh Day Adventist,Faith Based Organization,Kenya MPDB,0,0,0,Kisii,Bobasi,Bobasi,Masige West,Operational,No,No,No,No,,Yes,Yes,No
24674,Osure Dispensary,Osure Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Siaya,Ugenya,Ugenya,Ukwala,Operational,No,No,No,No,,Yes,Yes,No
24667,Curafa Medical Clinic,Curafa Medical Clinic,016169,Level 2,Dispensary,DISPENSARY,Private Practice- Pharmacist,Private Practice,Kenya MPDB,0,0,0,Machakos,Kathiani,Kathiani,Lower Kaewa/Kaani,Operational,No,No,No,No,,Yes,Yes,No
24644,Kamusinde Dispensary,Kamusinde Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bungoma,Kimilili,Kimilili,Maeni,Operational,No,No,No,No,,Yes,Yes,No
24626,Mununga Dispensary(Naivasha),Mununga Dispensary(Naivasha),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Naivasha,Naivasha,Biashara,Operational,No,No,No,No,,Yes,Yes,No
24625,Mellisa Medical Centre,Mellisa Medical Centre,015970,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,2,0,2,Nakuru,Nakuru Town West,Nakuru West,Barut,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
24610,Jerriot Dispensary,Jerriot Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,No,No,No,No,,Yes,Yes,No
24605,Kiwakan Dispensary,Kiwakan Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Sigor,Pokot Central,Sekerr,Operational,No,No,No,No,,Yes,Yes,No
24603,ALoete Disp,Aloete Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,0,Busia,Teso North,Teso North,Ang'urai East,Operational,No,No,No,No,,Yes,Yes,No
24601,N Eastleigh Dispensary and Laboratory,N Eastleigh Dispensary and Laboratory,None,Level 2,Dispensary,DISPENSARY,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Nairobi,Kamukunji,Kamukunji,Eastleigh North,Operational,No,Yes,Yes,No,,Yes,Yes,No
24593,St. Raphael Orthodox Dispensary,St. Raphael Orthodox Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Other,0,0,0,Kiambu,Kikuyu,Kikuyu,Kikuyu,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
24623,Chemosit Dispensary,Chemosit Dispensary,002536,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,1,0,1,Bomet,Konoin,Konoin,Chepchabas,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
24624,Koruma Dispensary,Koruma Dispensary,002536,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,2,0,2,Bomet,Konoin,Konoin,Chepchabas,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
24565,Tamboiyo Dispensary,Tamboiyo Dispensary,445612,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Chesumei,Chesumei,Kaptel/Kamoiywo,Operational,No,No,No,No,,Yes,Yes,No
24557,St Monica Community Dispensary.,St Monica Community Dispensary.,None,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Kajiado,Kajiado East,Kajiado East,Oloosirkon/Sholinke,Operational,No,No,No,Yes,,Yes,Yes,No
24556,KOBADADI,Kobadadi Dispensary,3805,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),5,1,6,Mandera,Mandera West,Mandera West,Takaba South,Operational,No,No,No,No,,Yes,Yes,No
24558,Chepyagoris Dispensary,Chepyagoris Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Mosop,Mosop,Sangalo/Kebulonik,Operational,No,No,No,No,,Yes,Yes,No
24588,Kamamut Dispensary,Kapngetuny Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Clinical Officers Council,0,0,0,Nandi,Mosop,Mosop,Kurgung/Surungai,Operational,No,No,No,No,,Yes,Yes,No
24559,Kapnyarwat Dispensary,Kapnyarwat Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Mosop,Mosop,Kurgung/Surungai,Operational,No,No,No,No,,Yes,Yes,No
24550,Samitui Dispensary,Samitui Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kobujoi,Operational,No,Yes,Yes,No,,Yes,Yes,No
21526,Mlungunipa Dispensary,Mlungunipa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Msambweni,Msambweni,Gambato Bongwe,Operational,No,No,No,No,,Yes,Yes,No
24576,Community Aphalink Medical Centre,Community AlphaLink Medical Centre,2298,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Homa Bay,Kasipul,Rachuonyo South,South Kasipul,Operational,No,No,No,No,,Yes,Yes,No
24515,Oldonyorok Dispensary,Oldonyorok Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Narok,Kilgoris,Transmara West,Angata Barikoi,Operational,No,No,No,No,,Yes,Yes,No
24513,Satewa Dispensary,Satewa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Molo,Molo,Elburgon,Operational,No,No,No,No,,Yes,Yes,No
24491,Lorenziino Dispensary,Lorenziino Dispensary,015561,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Nursing Council of Kenya (Private Practice),0,0,0,Nakuru,Kuresoi North,Kuresoi North,Kamara,Operational,No,No,No,No,,Yes,Yes,No
24615,Sonokwek dispensary,Sonokwek dispensary,GOK,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Bomet Central,Bomet Central,Ndaraweta,Operational,No,No,Yes,No,,Yes,Yes,No
24453,kipsero dispensary,kipsero dispensary,8564,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,0,Elgeyo Marakwet,Marakwet West,Marakwet West,Sengwer,Operational,No,No,No,No,,Yes,Yes,No
24409,Naramat Medical & Dental clinic -Nakuru,Naramat Medical & Dental clinic (Nakuru),002437,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,1,1,2,Nakuru,Nakuru Town West,Nakuru West,Shaabab,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
24428,St Camillus health centre,St Camillus health centre,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Clinical Officers Council,25,2,27,Kiambu,Gatundu South,Gatundu South,Kiganjo,Operational,No,No,No,No,,Yes,Yes,No
24382,Karai Muslim Dispensary,Karai Muslim Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Kikuyu,Kikuyu,Karai,Operational,No,No,No,No,,Yes,Yes,No
