Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
20007,Kabogor Dispensary,Kabogor Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Emining,Operational,No,No,No,No,,Yes,Yes,No
20006,Kimngorom Dispensary,Kimngorom Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Mogotio,Operational,No,No,No,No,,Yes,Yes,No
20004,Tian Dispensary,Tian Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Emining,Operational,No,No,No,No,,Yes,Yes,No
20002,Maili Saba Dispensary,Maili Saba Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,10,2,12,Trans Nzoia,Kiminini,Kiminini,Sirende,Operational,No,No,No,No,,Yes,Yes,No
20001,Kaapus Dispensary,Kaapus Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Turkana,Loima,Loima,Turkwel,Operational,No,No,No,No,,Yes,Yes,No
20000,Lolupe Dispensary (Turkana Central),Lolupe Dispensary (Turkana Central),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Turkana,Turkana Central,Turkana Central,Kanamkemer,Operational,No,No,No,No,,Yes,Yes,No
19996,Kenyoro Dispensary,Kenyoro Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,2,4,Kisii,Bobasi,Bobasi,Bobasi Chache,Operational,No,No,No,No,,Yes,Yes,No
19991,Isumba Dispensary,Isumba Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kakamega,Lurambi,Lurambi,Butsotso South,Operational,No,No,No,No,,Yes,Yes,No
19989,Kamwega Dispensary,Kamwega Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Mosop,Mosop,Kabisaga,Operational,No,No,No,No,,Yes,Yes,No
19988,Kavuko Dispensary,Kavuko Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kilome,Kilome,Kima Kiu/Kalanzoni,Operational,No,No,No,No,,Yes,Yes,No
19987,Mbiini Dispensary,Mbiini Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kilome,Kilome,Kasikeu,Operational,No,No,No,No,,Yes,Yes,No
19986,Masokani Dispensary,Masokani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kilome,Kilome,Kasikeu,Operational,No,No,No,No,,Yes,Yes,No
19985,Child & Family Wellness Clinic,Child & Family Wellness Clinic,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Kiambu,Kiambu Town,Township,Operational,No,No,No,No,,Yes,Yes,No
19984,Egetuki GOK Dispensary,Egetuki GOK Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,2,4,Kisii,Bomachoge Chache,Bomachoge Chache,Majoge Basi,Operational,No,No,No,No,,Yes,Yes,No
19978,Ndalani Dispensary (Makindu),Ndalani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kibwezi West,Kibwezi West,Makindu,Operational,No,No,No,No,,Yes,Yes,No
19977,Kavete Dispensary (Makindu),Kavete Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kibwezi West,Kibwezi West,Makindu,Operational,No,No,No,No,,Yes,Yes,No
19974,Central Bank Staff Clinic,Central Bank Staff Clinic,None,Level 2,Dispensary,DISPENSARY,Public Institution - Parastatal,Ministry of Health,Kenya MPDB,0,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,Yes,No,,Yes,Yes,No
19973,Springs of Patmos clinic,Springs of Patmos clinic,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Githunguri,Githunguri,Githiga,Operational,No,No,Yes,No,,Yes,Yes,No
19968,Githima Dispensary,Githima Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Githunguri,Githunguri,Komothai,Operational,No,No,No,No,,Yes,Yes,No
19967,Kimathi Dispensary,Kimathi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Githunguri,Githunguri,Ngewa,Operational,No,No,No,No,,Yes,Yes,No
19965,Gathangari Dispensary,Gathangari Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Githunguri,Githunguri,Githiga,Operational,No,No,No,No,,Yes,Yes,No
19964,Mbari ya igi dspensary,Mbari ya Igi dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Githunguri,Githunguri,Komothai,Operational,No,No,No,No,,Yes,Yes,No
19946,Ndonyo Nasipa Dispensary,Ndonyo Nasipa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Samburu,Samburu East,Samburu East,Wamba North,Operational,No,No,No,No,,Yes,Yes,No
19945,Kiltamany Dispensary,Kiltamany Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Samburu,Samburu East,Samburu East,Wamba West,Operational,No,No,No,No,,Yes,Yes,No
19944,Mwanyani/Malili Dispensary (Kitui Central),Mwanyani/Malili Dispensary (Kitui Central),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Central,Kitui Central,Miambani,Operational,No,No,No,No,,Yes,Yes,No
19943,Waluku Dispensary,Waluku Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Central,Kitui Central,Kyangwithya East,Operational,No,No,No,No,,Yes,Yes,No
19942,Nkaroni Dispensary,Nkaroni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Samburu,Samburu East,Samburu East,Wamba West,Operational,No,No,No,No,,Yes,Yes,No
19940,Rotu Dispensary,Rotu Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,12,4,16,Baringo,Tiaty,East Pokot,Kolowa,Operational,No,No,No,No,,Yes,Yes,No
19936,Itendeu Dispensary,Itendeu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Mwingi West,Mwingi West,Kiomo/Kyethani,Operational,No,No,No,No,,Yes,Yes,No
19935,Kisovo Dispensary,Kisovo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Mwingi West,Mwingi West,Migwani,Operational,No,No,No,No,,Yes,Yes,No
19934,Ithumbi Dispensary,Ithumbi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Mwingi Central,Mwingi Central,Central,Operational,No,No,No,No,,Yes,Yes,No
19933,Mutwangombe Dispensary,Mutwangombe Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Mwingi Central,Mwingi Central,Waita,Operational,No,No,No,No,,Yes,Yes,No
19932,Mutonya Dispensary,Mutonya Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Ruiru,Ruiru,Gatongora,Operational,No,No,No,No,,Yes,Yes,No
19928,Got Kachola Dispensary,Got Kachola Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Migori,Nyatike,Nyatike,Got Kachola,Operational,Yes,No,Yes,No,,Yes,Yes,No
19925,Kakuku Dispensary,Kakuku Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Masinga,Masinga,Ekalakala,Operational,No,No,No,No,,Yes,Yes,No
19924,Mikuyuni Disp,Mikuyuni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,1,1,Machakos,Masinga,Masinga,Masinga Central,Operational,No,No,No,No,,Yes,Yes,No
19923,Ndelekeni Dispensary,Ndelekeni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,1,1,Machakos,Masinga,Masinga,Kivaa,Operational,No,No,No,No,,Yes,Yes,No
19921,Bethsaida Catholic Dispensary,Bethsaida Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Kiambu,Kiambu Town,Ndumberi,Operational,No,No,Yes,No,,Yes,Yes,No
19917,Kiobegi Dispensary (Nyamache),Kiobegi Dispensary (Nyamache),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisii,Bobasi,Bobasi,Masige East,Operational,No,No,No,No,,Yes,Yes,No
19910,Ololulunga VCT,Ololulunga VCT,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Narok,Narok South,Narok South,Ololulung'a,Operational,No,No,No,No,,Yes,Yes,No
19909,Wikondiek Dispensary,Wikondiek Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Karachuonyo,Karachuonyo,Kanyaluo,Operational,No,No,No,No,,Yes,Yes,No
19907,Gogo Disp,Gogo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Siaya,Gem,Gem,North Gem,Operational,No,No,No,No,,Yes,Yes,No
19905,Siakago Boys High School Dispensary,Siakago Boys High School Dispensary,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere North,Mbeere North,Nthawa,Operational,No,No,No,No,,Yes,Yes,No
19903,Muua Dispensary,Muua Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kilome,Kilome,Kasikeu,Operational,No,No,No,No,,Yes,Yes,No
19902,Nduluni Dispensary,Nduluni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kilome,Kilome,Kasikeu,Operational,No,No,No,No,,Yes,Yes,No
19900,Ikomero Dispensary,Ikomero Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,6,4,10,Kakamega,Khwisero,Khwisero,Kisa West,Operational,No,No,No,No,,Yes,Yes,No
19894,Riakithiga Dispensary,Riakithiga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kirinyaga,Gichugu,Kirinyaga East,Kabare,Operational,No,No,No,No,,Yes,Yes,No
19893,Kinyambu Dispensary,Kinyambu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kibwezi East,Kibwezi East,Thange,Operational,No,No,No,No,,Yes,Yes,No
19891,Ivingoni Dispensary (Kibwezi),Ivingoni Dispensary (Kibwezi),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kibwezi East,Kibwezi East,Ivingoni/Nzambani,Operational,No,No,No,No,,Yes,Yes,No
19888,Katulye Dispensary (Kibwezi),Katulye Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kibwezi East,Kibwezi East,Masongaleni,Operational,No,No,No,No,,Yes,Yes,No
19887,Nasira Dispensary,Nasira Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,2,6,Busia,Matayos,Matayos,Busibwabo,Operational,No,No,Yes,No,,Yes,Yes,No
19885,Ainamoi Dispensary,Ainamoi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Kuresoi South,Kuresoi South,Kiptagich,Operational,No,No,No,No,,Yes,Yes,No
19884,Kapket Dispensary,Kapket Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Kuresoi South,Kuresoi South,Tinet,Operational,No,No,No,No,,Yes,Yes,No
19883,Kipkonyo Dispensary,Kipkonyo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Nakuru,Naivasha,Naivasha,Maeilla,Operational,No,No,No,No,,Yes,Yes,No
19881,Mutelai Dispensary,Mutelai Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania West,Tigania West,Athwana,Operational,No,No,No,No,,Yes,Yes,No
19878,Police Central Workshop Dispensary,Police Central Workshop Dispensary,None,Level 2,Dispensary,DISPENSARY,Armed Forces,Ministry of Health,Kenya MPDB,0,0,0,Kajiado,Kajiado West,Kajiado West,Ewuaso Oo Nkidong'i,Operational,No,No,No,No,,Yes,Yes,No
19872,Kapteldet Dispensary,Kapteldet Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,2,4,Uasin Gishu,Kapseret,Kapseret,Simat/Kapseret,Operational,No,No,No,No,,Yes,Yes,No
19869,Police Lines Dispensary(Kisumu),Kisumu Police Line Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,No,No,No,No,,Yes,Yes,No
19868,Nduga Dispensary,Nduga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,Siaya,Gem,Gem,West Gem,Operational,No,No,No,No,,Yes,Yes,No
19867,Nyambare Dispensary,Nyambare Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,Homa Bay,Rangwe,Rangwe,East Gem,Operational,No,No,No,No,,Yes,Yes,No
19866,Obuya Dispensary,Obuya Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,Homa Bay,Rangwe,Rangwe,Kagan,Operational,No,No,No,No,,Yes,Yes,No
19864,Nyawita Dispensary,Nyawita Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,Homa Bay,Rangwe,Rangwe,Kagan,Operational,No,No,No,No,,Yes,Yes,No
19863,Nyawawa Dispensary,Nyawawa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,Homa Bay,Rangwe,Rangwe,West Gem,Operational,No,No,No,No,,Yes,Yes,No
19861,Koduogo Dispensary,Koduogo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,Homa Bay,Homa Bay Town,Homa Bay Town,Homa Bay West,Operational,No,No,No,No,,Yes,Yes,No
19849,Cheboet Dispensary,cheboet Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Sotik,Sotik,Kipsonoi,Operational,No,No,No,No,,Yes,Yes,No
19848,Muiywek Dispensary,Muiywek Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Bomet Central,Bomet Central,Mutarakwa,Operational,No,No,No,No,,Yes,Yes,No
19827,PCEA Honi Dispensary,Honi (PCEA) Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Nyeri,Kieni,Kieni West,Mweiga,Operational,No,No,No,No,,Yes,Yes,No
19784,Nyeri Primary School Dispensary,Nyeri Primary School Dispensary,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,No,No,No,No,,Yes,Yes,No
19778,Kagumo Boys High School Clinic,Kagumo Boys High School Clinic,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Kiganjo/Mathari,Operational,No,No,No,No,,Yes,Yes,No
19777,Kamwenja Teachers Training College,Kamwenja Teachers Training College,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Kiganjo/Mathari,Operational,No,No,No,No,,Yes,Yes,No
19775,Kagumo Teachers College Dispensary,Kagumo Teachers College Dispensary,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Tetu,Tetu,Aguthi-gaaki,Operational,No,No,No,No,,Yes,Yes,No
19771,Kangubiri Girls High School Clinic,Kangubiri Girls Dispensary,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Tetu,Tetu,Aguthi-gaaki,Operational,No,No,No,No,,Yes,Yes,No
19767,Nyeri High School Dispensary,Nyeri High School Dispensary,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Kiganjo/Mathari,Operational,No,No,No,No,,Yes,Yes,No
19763,Nyeri Technical Dispensary,NYERI TECHNICAL DISPENSARY,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Kamakwa/Mukaro,Operational,No,No,No,No,,Yes,Yes,No
19756,Bwayi Dispensary,Bwayi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Trans Nzoia,Kwanza,Kwanza,Kwanza,Operational,No,No,No,No,,Yes,Yes,No
19752,Keiyo Dispensary,Keiyo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Trans Nzoia,Kwanza,Kwanza,Keiyo,Operational,No,No,No,No,,Yes,Yes,No
19751,Muungano Dispensary,Muungano Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Trans Nzoia,Kwanza,Kwanza,Keiyo,Operational,No,No,No,No,,Yes,Yes,No
19750,Cheptantan Dispensary,Cheptantan Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Trans Nzoia,Endebess,Endebess,Endebess,Operational,No,No,No,No,,Yes,Yes,No
19740,Kasarani Dispensary (Malewa West),Kasarani Dispensary (Gilgil),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Gilgil,Gilgil,Malewa West,Operational,No,No,No,No,,Yes,Yes,No
19738,Olesere Dispensary,Olesere Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Narok,Narok West,Narok West,Mara,Operational,No,No,No,No,,Yes,Yes,No
19735,Wundanyi GK Prisons,Wundanyi GK Prisons Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Taita Taveta,Wundanyi,Wundanyi,Wundanyi/Mbale,Operational,No,No,No,No,,Yes,Yes,No
19734,Kapsagawat Dispensary,Kapsagawat Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kobujoi,Operational,No,No,No,No,,Yes,Yes,No
19731,Rau Dispensary,Rau Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Mathioya,Mathioya,Kamacharia,Operational,No,No,No,No,,Yes,Yes,No
19727,Kamacharia Dispensary,Kamacharia Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Mathioya,Mathioya,Kamacharia,Operational,No,No,No,No,,Yes,Yes,No
19726,Kyaimu Dispensary,Kyaimu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Mwala,Mwala,Muthetheni,Operational,No,No,No,No,,Yes,Yes,No
19724,Ilparakuo Dispensary,Ilparakuo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kajiado,Kajiado West,Kajiado West,Magadi,Operational,No,No,No,No,,Yes,Yes,No
19722,Cordis Maria Dispensary,Cordis Maria Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Ruiru,Ruiru,Kiuu,Operational,No,No,No,No,,Yes,Yes,No
19704,ACK Nyandarua Medical Clinic,Nyandarua (ACK) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,No,No,No,No,,Yes,Yes,No
19700,PCEA Pipeline Clinic,Pipeline (PCEA) Medical Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,2,1,3,Nairobi,Embakasi South,Embakasi South,Pipeline,Operational,No,No,No,No,,Yes,Yes,No
19684,Kitale Sch Sanatorium,Kitale School Sanatorium,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Trans Nzoia,Saboti,Saboti,Matisi,Operational,No,No,No,No,,Yes,Yes,No
19676,Ilkilorit Dispeensary,Ilkilorit Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kajiado,Kajiado West,Kajiado West,Ewuaso Oo Nkidong'i,Operational,No,No,No,No,,Yes,Yes,No
19656,Amazing Grace M C,Amazing Grace Medical Clinic,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,0,Nyandarua,Oljorook,Oljoroorok,Weru,Operational,No,No,Yes,No,,Yes,Yes,No
19653,Alms House Dispensary (Tudor),Alms House Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Mombasa,Mvita,Mvita,Tudor,Operational,No,No,No,No,,Yes,Yes,No
19626,Nzukini Dispensary,Nzukini Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,1,1,Machakos,Masinga,Masinga,Ekalakala,Operational,No,No,No,No,,Yes,Yes,No
19595,Kiawakara Dispensary,Kiawakara Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Inoi,Operational,Yes,No,No,No,,Yes,Yes,No
19594,Mtaro Dispensary and Family Planning,Mtaro Dispensary and Family Planning,None,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,0,Kiambu,Juja,Juja,Juja,Operational,No,No,No,No,,Yes,Yes,No
19591,Kipsitet Baptist Dispensary,Kipsitet Baptist Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Kericho,Sigowet/Soin,Sigowet/Soin,Soin,Operational,No,No,No,No,,Yes,Yes,No
19590,Kapkara Dispensary,Kapkara Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kericho,Sigowet/Soin,Sigowet/Soin,Soliat,Operational,No,No,No,No,,Yes,Yes,No
19434,The Mater Embakasi Clinic,The Mater Embakasi Clinic,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,4,2,6,Nairobi,Embakasi South,Embakasi South,Pipeline,Operational,No,No,Yes,No,,Yes,Yes,No
19431,Kiamuthambi Dispensary,Kiamuthambi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Kanyekini,Operational,Yes,No,No,No,,Yes,Yes,No
19430,Kianderi Dispensary,Kianderi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Kerugoya,Operational,Yes,No,No,No,,Yes,Yes,No
19422,Starehe Boys Centre School Clinic,Starehe Boys Centre Medical Clinic,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Starehe,Starehe,Ziwani/Kariokor,Operational,Yes,No,Yes,No,,Yes,Yes,No
19415,Ngumbulu Dispensary,Ngumbulu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Yatta,Yatta,Katangi,Operational,No,No,No,No,,Yes,Yes,No
19414,Maiuni Dispensary,Maiuni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Yatta,Yatta,Ikombe,Operational,No,No,No,No,,Yes,Yes,No
19392,Crescent Medical Aid (Jamia Towers),Crescent Medical Aid(Jamia Towers),None,Level 2,Dispensary,DISPENSARY,Supreme Council for Kenya Muslims,Faith Based Organization,Kenya MPDB,0,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,Yes,No,,Yes,Yes,No
19391,Kirongoi Dispensary,Kirongoi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisumu,Kisumu East,Kisumu East,Kajulu,Operational,No,No,No,No,,Yes,Yes,No
19390,Kibonze Dispenary,Kibonze Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Terik,Operational,No,No,No,No,,Yes,Yes,No
